,rmse,cell policy
MAGNet,0.016704062465578318,6C(20%)-4.5C
MAGNet,0.01737349759787321,6C(20%)-4.5C
MAGNet,0.016156403347849846,6C(20%)-4.5C
MAGNet,0.016160162165760994,6C(20%)-4.5C
MAGNet,0.016189596615731716,6C(20%)-4.5C
MAGNet,0.016261649783700705,6C(20%)-4.5C
MAGNet,0.01705634454265237,6C(20%)-4.5C
MAGNet,0.016337526962161064,6C(20%)-4.5C
MAGNet,0.016504213213920593,6C(20%)-4.5C
MAGNet,0.01740460516884923,6C(20%)-4.5C
MAGNet,0.018572652712464333,6C(20%)-4.5C
MAGNet,0.018354469444602728,6C(20%)-4.5C
MAGNet,0.01743727084249258,6C(20%)-4.5C
MAGNet,0.016777612734586,6C(20%)-4.5C
MAGNet,0.01737737376242876,6C(20%)-4.5C
MAGNet,0.017614818643778563,6C(20%)-4.5C
MAGNet,0.016655204817652702,6C(20%)-4.5C
MAGNet,0.019885976798832417,6C(20%)-4.5C
MAGNet,0.01879124389961362,6C(20%)-4.5C
MAGNet,0.019369171001017094,6C(20%)-4.5C
MAGNet,0.019839197397232056,6C(20%)-4.5C
MAGNet,0.018806401174515486,6C(20%)-4.5C
MAGNet,0.01803791942074895,6C(20%)-4.5C
MAGNet,0.019556384067982435,6C(20%)-4.5C
MAGNet,0.018266750033944845,6C(20%)-4.5C
MAGNet,0.02008670661598444,6C(20%)-4.5C
MAGNet,0.021136010065674782,6C(20%)-4.5C
MAGNet,0.01870159385725856,6C(20%)-4.5C
MAGNet,0.019374527502804995,6C(20%)-4.5C
MAGNet,0.01822137087583542,6C(20%)-4.5C
MAGNet,0.01919930148869753,6C(20%)-4.5C
MAGNet,0.018540398683398962,6C(20%)-4.5C
MAGNet,0.020078937988728285,6C(20%)-4.5C
MAGNet,0.02579775219783187,6C(20%)-4.5C
MAGNet,0.028379203286021948,6C(20%)-4.5C
MAGNet,0.020140258129686117,6C(20%)-4.5C
MAGNet,0.024629179388284683,6C(20%)-4.5C
MAGNet,0.03631663415580988,6C(20%)-4.5C
MAGNet,0.041697836481034756,6C(20%)-4.5C
MAGNet,0.040022493340075016,6C(20%)-4.5C
MAGNet,0.03798013925552368,6C(20%)-4.5C
MAGNet,0.03707217611372471,6C(20%)-4.5C
MAGNet,0.04239599034190178,6C(20%)-4.5C
MAGNet,0.035748993046581745,6C(20%)-4.5C
MAGNet,0.03351790178567171,6C(20%)-4.5C
MAGNet,0.03532352112233639,6C(20%)-4.5C
MAGNet,0.03337316121906042,6C(20%)-4.5C
MAGNet,0.03265288472175598,6C(20%)-4.5C
MAGNet,0.03428112156689167,6C(20%)-4.5C
MAGNet,0.032822917215526104,6C(20%)-4.5C
MAGNet,0.031916627660393715,6C(20%)-4.5C
MAGNet,0.03114982135593891,6C(20%)-4.5C
MAGNet,0.030746836215257645,6C(20%)-4.5C
MAGNet,0.033734831027686596,6C(20%)-4.5C
MAGNet,0.02888360759243369,6C(20%)-4.5C
MAGNet,0.0321849100291729,6C(20%)-4.5C
MAGNet,0.029533663764595985,6C(20%)-4.5C
MAGNet,0.03441199939697981,6C(20%)-4.5C
MAGNet,0.02814828371629119,6C(20%)-4.5C
MAGNet,0.03289702720940113,6C(20%)-4.5C
MAGNet,0.031238023191690445,6C(20%)-4.5C
MAGNet,0.0296136774122715,6C(20%)-4.5C
MAGNet,0.029639464803040028,6C(20%)-4.5C
MAGNet,0.026880209799855947,6C(20%)-4.5C
MAGNet,0.028181287925690413,6C(20%)-4.5C
MAGNet,0.026812549214810133,6C(20%)-4.5C
MAGNet,0.027524643111974,6C(20%)-4.5C
MAGNet,0.02830471284687519,6C(20%)-4.5C
MAGNet,0.025113975629210472,6C(20%)-4.5C
MAGNet,0.02887678798288107,6C(20%)-4.5C
MAGNet,0.03332310728728771,6C(20%)-4.5C
MAGNet,0.030849255621433258,6C(20%)-4.5C
MAGNet,0.034307061694562435,6C(20%)-4.5C
MAGNet,0.030877689830958843,6C(20%)-4.5C
MAGNet,0.03030137438327074,6C(20%)-4.5C
MAGNet,0.029111613519489765,6C(20%)-4.5C
MAGNet,0.028859540820121765,6C(20%)-4.5C
MAGNet,0.030100944451987743,6C(20%)-4.5C
MAGNet,0.02504413202404976,6C(20%)-4.5C
MAGNet,0.03322352096438408,6C(20%)-4.5C
MAGNet,0.030189121142029762,6C(20%)-4.5C
MAGNet,0.028991419821977615,6C(20%)-4.5C
MAGNet,0.027499550953507423,6C(20%)-4.5C
MAGNet,0.030692245811223984,6C(20%)-4.5C
MAGNet,0.028806292451918125,6C(20%)-4.5C
MAGNet,0.028246621135622263,6C(20%)-4.5C
MAGNet,0.025367347989231348,6C(20%)-4.5C
MAGNet,0.029411643743515015,6C(20%)-4.5C
MAGNet,0.02876408863812685,6C(20%)-4.5C
MAGNet,0.029362582601606846,6C(20%)-4.5C
MAGNet,0.02812210563570261,6C(20%)-4.5C
MAGNet,0.031015985645353794,6C(20%)-4.5C
MAGNet,0.030902457423508167,6C(20%)-4.5C
MAGNet,0.023147336207330227,6C(20%)-4.5C
MAGNet,0.02529762266203761,6C(20%)-4.5C
MAGNet,0.026047997176647186,6C(20%)-4.5C
MAGNet,0.02605995675548911,6C(20%)-4.5C
MAGNet,0.028756584506481886,6C(20%)-4.5C
MAGNet,0.029077873565256596,6C(20%)-4.5C
MAGNet,0.030105559155344963,6C(20%)-4.5C
MAGNet,0.02956389170140028,6C(20%)-4.5C
MAGNet,0.026156738866120577,6C(20%)-4.5C
MAGNet,0.02440905524417758,6C(20%)-4.5C
MAGNet,0.030215098522603512,6C(20%)-4.5C
MAGNet,0.024693389888852835,6C(20%)-4.5C
MAGNet,0.027650843374431133,6C(20%)-4.5C
MAGNet,0.030524561181664467,6C(20%)-4.5C
MAGNet,0.025685369968414307,6C(20%)-4.5C
MAGNet,0.026007196865975857,6C(20%)-4.5C
MAGNet,0.025087302550673485,6C(20%)-4.5C
MAGNet,0.019327794667333364,6C(20%)-4.5C
MAGNet,0.01535925455391407,6C(20%)-4.5C
MAGNet,0.012767801992595196,6C(20%)-4.5C
MAGNet,0.01429676916450262,6C(20%)-4.5C
MAGNet,0.014272225089371204,6C(20%)-4.5C
MAGNet,0.014441752340644598,6C(20%)-4.5C
MAGNet,0.014157520839944482,6C(20%)-4.5C
MAGNet,0.013294971780851483,6C(20%)-4.5C
MAGNet,0.01466191653162241,6C(20%)-4.5C
MAGNet,0.012321487069129944,6C(20%)-4.5C
MAGNet,0.013607953675091267,6C(20%)-4.5C
MAGNet,0.013191897654905915,6C(20%)-4.5C
MAGNet,0.01565701002255082,6C(20%)-4.5C
MAGNet,0.015191936399787664,6C(20%)-4.5C
MAGNet,0.016343016177415848,6C(20%)-4.5C
MAGNet,0.017893974669277668,6C(20%)-4.5C
MAGNet,0.017242501955479383,6C(20%)-4.5C
MAGNet,0.01827864535152912,6C(20%)-4.5C
MAGNet,0.013440414564684033,6C(20%)-4.5C
MAGNet,0.012132958741858602,6C(20%)-4.5C
MAGNet,0.011694333283230662,6C(20%)-4.5C
MAGNet,0.01035197009332478,6C(20%)-4.5C
MAGNet,0.010401860577985644,6C(20%)-4.5C
MAGNet,0.010283445473760366,6C(20%)-4.5C
MAGNet,0.009744769893586636,6C(20%)-4.5C
MAGNet,0.009609099943190813,6C(20%)-4.5C
MAGNet,0.010880701011046767,6C(20%)-4.5C
MAGNet,0.011347950901836157,6C(20%)-4.5C
MAGNet,0.009671247564256191,6C(20%)-4.5C
MAGNet,0.011535234982147813,6C(20%)-4.5C
MAGNet,0.009877789998427033,6C(20%)-4.5C
MAGNet,0.009291349328123033,6C(20%)-4.5C
MAGNet,0.00902489572763443,6C(20%)-4.5C
MAGNet,0.01184203615412116,6C(20%)-4.5C
MAGNet,0.008429288398474455,6C(20%)-4.5C
MAGNet,0.008790620835497975,6C(20%)-4.5C
MAGNet,0.008268193574622273,6C(20%)-4.5C
MAGNet,0.007981820497661829,6C(20%)-4.5C
MAGNet,0.008576162625104189,6C(20%)-4.5C
MAGNet,0.007951305713504553,6C(20%)-4.5C
MAGNet,0.008099315105937421,6C(20%)-4.5C
MAGNet,0.007481136824935675,6C(20%)-4.5C
MAGNet,0.0077118470799177885,6C(20%)-4.5C
MAGNet,0.007801911677233875,6C(20%)-4.5C
MAGNet,0.007624690304510295,6C(20%)-4.5C
MAGNet,0.007802067324519157,6C(20%)-4.5C
MAGNet,0.007486413815058768,6C(20%)-4.5C
MAGNet,0.0076127900974825025,6C(20%)-4.5C
MAGNet,0.008171230438165367,6C(20%)-4.5C
MAGNet,0.008103102445602417,6C(20%)-4.5C
MAGNet,0.008163084741681814,6C(20%)-4.5C
MAGNet,0.007842300226911902,6C(20%)-4.5C
MAGNet,0.008245321572758257,6C(20%)-4.5C
MAGNet,0.008315009530633688,6C(20%)-4.5C
MAGNet,0.008088456699624658,6C(20%)-4.5C
MAGNet,0.008682196261361241,6C(20%)-4.5C
MAGNet,0.008413199800997972,6C(20%)-4.5C
MAGNet,0.009483454516157508,6C(20%)-4.5C
MAGNet,0.009490452473983169,6C(20%)-4.5C
MAGNet,0.008674156153574586,6C(20%)-4.5C
MAGNet,0.008922084933146834,6C(20%)-4.5C
MAGNet,0.009885072242468596,6C(20%)-4.5C
MAGNet,0.01024914300069213,6C(20%)-4.5C
MAGNet,0.010284059215337038,6C(20%)-4.5C
MAGNet,0.010568228550255299,6C(20%)-4.5C
MAGNet,0.009839729173108935,6C(20%)-4.5C
MAGNet,0.010805675061419606,6C(20%)-4.5C
MAGNet,0.011672407854348421,6C(20%)-4.5C
MAGNet,0.010907501447945833,6C(20%)-4.5C
MAGNet,0.011013725539669394,6C(20%)-4.5C
MAGNet,0.011344027239829302,6C(20%)-4.5C
MAGNet,0.010993381729349494,6C(20%)-4.5C
MAGNet,0.011807626811787486,6C(20%)-4.5C
MAGNet,0.011647493345662951,6C(20%)-4.5C
MAGNet,0.012587217148393393,6C(20%)-4.5C
MAGNet,0.011666323989629745,6C(20%)-4.5C
MAGNet,0.015266708564013243,6C(20%)-4.5C
MAGNet,0.015194718493148685,6C(20%)-4.5C
MAGNet,0.014046674827113748,6C(20%)-4.5C
MAGNet,0.013504071859642863,6C(20%)-4.5C
MAGNet,0.013101563788950443,6C(20%)-4.5C
MAGNet,0.012353605823591352,6C(20%)-4.5C
MAGNet,0.014395778067409992,6C(20%)-4.5C
MAGNet,0.014384052949026227,6C(20%)-4.5C
MAGNet,0.01472567766904831,6C(20%)-4.5C
MAGNet,0.013883755076676607,6C(20%)-4.5C
MAGNet,0.015797719359397888,6C(20%)-4.5C
MAGNet,0.015127510065212846,6C(20%)-4.5C
MAGNet,0.013661017874255776,6C(20%)-4.5C
MAGNet,0.014148692367598414,6C(20%)-4.5C
MAGNet,0.015519041568040848,6C(20%)-4.5C
MAGNet,0.016212356742471457,6C(20%)-4.5C
MAGNet,0.016110006719827652,6C(20%)-4.5C
MAGNet,0.014994144206866622,6C(20%)-4.5C
MAGNet,0.013625625520944595,6C(20%)-4.5C
MAGNet,0.0164466411806643,6C(20%)-4.5C
MAGNet,0.015925148501992226,6C(20%)-4.5C
MAGNet,0.015082078287377954,6C(20%)-4.5C
MAGNet,0.016457590740174055,6C(20%)-4.5C
MAGNet,0.017887994181364775,6C(20%)-4.5C
MAGNet,0.01780961500480771,6C(20%)-4.5C
MAGNet,0.017128328792750835,6C(20%)-4.5C
MAGNet,0.01724923960864544,6C(20%)-4.5C
MAGNet,0.01870064251124859,6C(20%)-4.5C
MAGNet,0.018044387456029654,6C(20%)-4.5C
MAGNet,0.01802010554820299,6C(20%)-4.5C
MAGNet,0.018012308049947023,6C(20%)-4.5C
MAGNet,0.018278236500918865,6C(20%)-4.5C
MAGNet,0.01808881526812911,6C(20%)-4.5C
MAGNet,0.018920539878308773,6C(20%)-4.5C
MAGNet,0.01961102895438671,6C(20%)-4.5C
MAGNet,0.019012925680726767,6C(20%)-4.5C
MAGNet,0.02008820604532957,6C(20%)-4.5C
MAGNet,0.01844598026946187,6C(20%)-4.5C
MAGNet,0.018086863681674004,6C(20%)-4.5C
MAGNet,0.018222861923277378,6C(20%)-4.5C
MAGNet,0.016825519502162933,6C(20%)-4.5C
MAGNet,0.01633577886968851,6C(20%)-4.5C
MAGNet,0.015497410669922829,6C(20%)-4.5C
MAGNet,0.01421675318852067,6C(20%)-4.5C
MAGNet,0.013081171549856663,6C(20%)-4.5C
MAGNet,0.01205828646197915,6C(20%)-4.5C
MAGNet,0.011103872442618012,6C(20%)-4.5C
MAGNet,0.01061294344253838,6C(20%)-4.5C
MAGNet,0.010417959885671735,6C(20%)-4.5C
MAGNet,0.010310344398021698,6C(20%)-4.5C
MAGNet,0.01096169138327241,6C(20%)-4.5C
MAGNet,0.011699691182002425,6C(20%)-4.5C
MAGNet,0.012762120342813432,6C(20%)-4.5C
MAGNet,0.013387504499405622,6C(20%)-4.5C
MAGNet,0.014501720666885376,6C(20%)-4.5C
Informer,0.11005075462162495,6C(20%)-4.5C
Informer,0.09156534262001514,6C(20%)-4.5C
Informer,0.05790960602462292,6C(20%)-4.5C
Informer,0.06643453426659107,6C(20%)-4.5C
Informer,0.05346956197172403,6C(20%)-4.5C
Informer,0.052123832516372204,6C(20%)-4.5C
Informer,0.09484406746923923,6C(20%)-4.5C
Informer,0.07981714233756065,6C(20%)-4.5C
Informer,0.06345209293067455,6C(20%)-4.5C
Informer,0.06679033860564232,6C(20%)-4.5C
Informer,0.05432427767664194,6C(20%)-4.5C
Informer,0.056877139024436474,6C(20%)-4.5C
Informer,0.048318322747945786,6C(20%)-4.5C
Informer,0.05129899177700281,6C(20%)-4.5C
Informer,0.046130821108818054,6C(20%)-4.5C
Informer,0.04908944945782423,6C(20%)-4.5C
Informer,0.06033436954021454,6C(20%)-4.5C
Informer,0.08780660293996334,6C(20%)-4.5C
Informer,0.07603899762034416,6C(20%)-4.5C
Informer,0.07706674188375473,6C(20%)-4.5C
Informer,0.06305464636534452,6C(20%)-4.5C
Informer,0.05781506933271885,6C(20%)-4.5C
Informer,0.06808970775455236,6C(20%)-4.5C
Informer,0.10358060896396637,6C(20%)-4.5C
Informer,0.09632147662341595,6C(20%)-4.5C
Informer,0.11594236642122269,6C(20%)-4.5C
Informer,0.10156211815774441,6C(20%)-4.5C
Informer,0.06377505324780941,6C(20%)-4.5C
Informer,0.059575698338449,6C(20%)-4.5C
Informer,0.05337080359458923,6C(20%)-4.5C
Informer,0.05371684115380049,6C(20%)-4.5C
Informer,0.0711209699511528,6C(20%)-4.5C
Informer,0.0578863387927413,6C(20%)-4.5C
Informer,0.05627915635704994,6C(20%)-4.5C
Informer,0.08435500785708427,6C(20%)-4.5C
Informer,0.05325914919376373,6C(20%)-4.5C
Informer,0.05816120933741331,6C(20%)-4.5C
Informer,0.06047877389937639,6C(20%)-4.5C
Informer,0.05271781608462334,6C(20%)-4.5C
Informer,0.05577252525836229,6C(20%)-4.5C
Informer,0.10363101772964001,6C(20%)-4.5C
Informer,0.06565606687217951,6C(20%)-4.5C
Informer,0.07385396957397461,6C(20%)-4.5C
Informer,0.05916553921997547,6C(20%)-4.5C
Informer,0.0653717927634716,6C(20%)-4.5C
Informer,0.0820603221654892,6C(20%)-4.5C
Informer,0.1203889511525631,6C(20%)-4.5C
Informer,0.09247353486716747,6C(20%)-4.5C
Informer,0.12045231647789478,6C(20%)-4.5C
Informer,0.07303874008357525,6C(20%)-4.5C
Informer,0.06433798838406801,6C(20%)-4.5C
Informer,0.11736290156841278,6C(20%)-4.5C
Informer,0.06270767189562321,6C(20%)-4.5C
Informer,0.06142900511622429,6C(20%)-4.5C
Informer,0.12491089291870594,6C(20%)-4.5C
Informer,0.06320381071418524,6C(20%)-4.5C
Informer,0.06228373385965824,6C(20%)-4.5C
Informer,0.1081958394497633,6C(20%)-4.5C
Informer,0.05792280565947294,6C(20%)-4.5C
Informer,0.06255151703953743,6C(20%)-4.5C
Informer,0.1141949500888586,6C(20%)-4.5C
Informer,0.054711854085326195,6C(20%)-4.5C
Informer,0.05883775930851698,6C(20%)-4.5C
Informer,0.05869641341269016,6C(20%)-4.5C
Informer,0.07331464439630508,6C(20%)-4.5C
Informer,0.0883913952857256,6C(20%)-4.5C
Informer,0.08430420607328415,6C(20%)-4.5C
Informer,0.07041235826909542,6C(20%)-4.5C
Informer,0.07853150367736816,6C(20%)-4.5C
Informer,0.09707048162817955,6C(20%)-4.5C
Informer,0.1076289527118206,6C(20%)-4.5C
Informer,0.11470326967537403,6C(20%)-4.5C
Informer,0.058960543014109135,6C(20%)-4.5C
Informer,0.059330022893846035,6C(20%)-4.5C
Informer,0.12212055921554565,6C(20%)-4.5C
Informer,0.057091426104307175,6C(20%)-4.5C
Informer,0.062133558094501495,6C(20%)-4.5C
Informer,0.08484851941466331,6C(20%)-4.5C
Informer,0.04508162382990122,6C(20%)-4.5C
Informer,0.05613886937499046,6C(20%)-4.5C
