,rmse,cell policy
MAGNet,0.0445204796269536,6C(40%)-4C
MAGNet,0.038942549377679825,6C(40%)-4C
MAGNet,0.04084503464400768,6C(40%)-4C
MAGNet,0.043719157576560974,6C(40%)-4C
MAGNet,0.04268873017281294,6C(40%)-4C
MAGNet,0.04665950685739517,6C(40%)-4C
MAGNet,0.043206142261624336,6C(40%)-4C
MAGNet,0.04302789829671383,6C(40%)-4C
MAGNet,0.044661566615104675,6C(40%)-4C
MAGNet,0.040772970765829086,6C(40%)-4C
MAGNet,0.03936220519244671,6C(40%)-4C
MAGNet,0.04020096827298403,6C(40%)-4C
MAGNet,0.03669148776680231,6C(40%)-4C
MAGNet,0.0322484290227294,6C(40%)-4C
MAGNet,0.037736102007329464,6C(40%)-4C
MAGNet,0.033529975451529026,6C(40%)-4C
MAGNet,0.03678477928042412,6C(40%)-4C
MAGNet,0.03792872466146946,6C(40%)-4C
MAGNet,0.03087557666003704,6C(40%)-4C
MAGNet,0.029667207971215248,6C(40%)-4C
MAGNet,0.031116466969251633,6C(40%)-4C
MAGNet,0.026269168592989445,6C(40%)-4C
MAGNet,0.032894265837967396,6C(40%)-4C
MAGNet,0.03669726848602295,6C(40%)-4C
MAGNet,0.04149304982274771,6C(40%)-4C
MAGNet,0.04411107487976551,6C(40%)-4C
MAGNet,0.04930174723267555,6C(40%)-4C
MAGNet,0.04430826846510172,6C(40%)-4C
MAGNet,0.04541628900915384,6C(40%)-4C
MAGNet,0.03404263034462929,6C(40%)-4C
MAGNet,0.03636407945305109,6C(40%)-4C
MAGNet,0.039764029905200005,6C(40%)-4C
MAGNet,0.03763582929968834,6C(40%)-4C
MAGNet,0.03204879630357027,6C(40%)-4C
MAGNet,0.04036024957895279,6C(40%)-4C
MAGNet,0.039626311510801315,6C(40%)-4C
MAGNet,0.03377323877066374,6C(40%)-4C
MAGNet,0.03250308893620968,6C(40%)-4C
MAGNet,0.02393068326637149,6C(40%)-4C
MAGNet,0.028935818001627922,6C(40%)-4C
MAGNet,0.020539197605103254,6C(40%)-4C
MAGNet,0.017691307701170444,6C(40%)-4C
MAGNet,0.019152748864144087,6C(40%)-4C
MAGNet,0.012001837603747845,6C(40%)-4C
MAGNet,0.016559146344661713,6C(40%)-4C
MAGNet,0.015223833965137601,6C(40%)-4C
MAGNet,0.014484546380117536,6C(40%)-4C
MAGNet,0.019599275197833776,6C(40%)-4C
MAGNet,0.011658698320388794,6C(40%)-4C
MAGNet,0.019095126073807478,6C(40%)-4C
MAGNet,0.023404883220791817,6C(40%)-4C
MAGNet,0.019966112449765205,6C(40%)-4C
MAGNet,0.014537381241098046,6C(40%)-4C
MAGNet,0.016555738169699907,6C(40%)-4C
MAGNet,0.0153795275837183,6C(40%)-4C
MAGNet,0.014388178009539843,6C(40%)-4C
MAGNet,0.019915276672691107,6C(40%)-4C
MAGNet,0.017077376134693623,6C(40%)-4C
MAGNet,0.01246817596256733,6C(40%)-4C
MAGNet,0.014479524921625853,6C(40%)-4C
MAGNet,0.017967591527849436,6C(40%)-4C
MAGNet,0.013875935459509492,6C(40%)-4C
MAGNet,0.015402141492813826,6C(40%)-4C
MAGNet,0.01586921000853181,6C(40%)-4C
MAGNet,0.014966032933443785,6C(40%)-4C
MAGNet,0.01131710154004395,6C(40%)-4C
MAGNet,0.011065465863794088,6C(40%)-4C
MAGNet,0.01160566252656281,6C(40%)-4C
MAGNet,0.010185474995523691,6C(40%)-4C
MAGNet,0.012228284263983369,6C(40%)-4C
MAGNet,0.013233685633167624,6C(40%)-4C
MAGNet,0.014800722943618894,6C(40%)-4C
MAGNet,0.015399272087961435,6C(40%)-4C
MAGNet,0.016376452054828405,6C(40%)-4C
MAGNet,0.013524472946301103,6C(40%)-4C
MAGNet,0.0163305071182549,6C(40%)-4C
MAGNet,0.014935936080291867,6C(40%)-4C
MAGNet,0.014687922783195972,6C(40%)-4C
MAGNet,0.014309419551864266,6C(40%)-4C
MAGNet,0.013353677233681083,6C(40%)-4C
MAGNet,0.016223294660449028,6C(40%)-4C
MAGNet,0.01389672001823783,6C(40%)-4C
MAGNet,0.014216321520507336,6C(40%)-4C
MAGNet,0.013669746462255716,6C(40%)-4C
MAGNet,0.014520035590976477,6C(40%)-4C
MAGNet,0.012814898742362857,6C(40%)-4C
MAGNet,0.015086144674569368,6C(40%)-4C
MAGNet,0.013632319867610931,6C(40%)-4C
MAGNet,0.01276688277721405,6C(40%)-4C
MAGNet,0.013955288333818316,6C(40%)-4C
MAGNet,0.01198483956977725,6C(40%)-4C
MAGNet,0.012220512144267559,6C(40%)-4C
MAGNet,0.011453859275206923,6C(40%)-4C
MAGNet,0.011593077797442675,6C(40%)-4C
MAGNet,0.011515023652464151,6C(40%)-4C
MAGNet,0.011583931976929307,6C(40%)-4C
MAGNet,0.011888424633070827,6C(40%)-4C
MAGNet,0.01145080104470253,6C(40%)-4C
MAGNet,0.011620790231972933,6C(40%)-4C
MAGNet,0.011129520367830992,6C(40%)-4C
MAGNet,0.011471107369288802,6C(40%)-4C
MAGNet,0.011108794249594212,6C(40%)-4C
MAGNet,0.011219554347917438,6C(40%)-4C
MAGNet,0.011566313216462731,6C(40%)-4C
MAGNet,0.0122658412437886,6C(40%)-4C
MAGNet,0.012685343157500029,6C(40%)-4C
MAGNet,0.014412421500310302,6C(40%)-4C
MAGNet,0.015258513856679201,6C(40%)-4C
MAGNet,0.014170741895213723,6C(40%)-4C
MAGNet,0.013522975146770477,6C(40%)-4C
MAGNet,0.015160785522311926,6C(40%)-4C
MAGNet,0.01490079564973712,6C(40%)-4C
MAGNet,0.016334019601345062,6C(40%)-4C
MAGNet,0.015745995566248894,6C(40%)-4C
MAGNet,0.016417996492236853,6C(40%)-4C
MAGNet,0.017212439328432083,6C(40%)-4C
MAGNet,0.018648876808583736,6C(40%)-4C
MAGNet,0.01746283145621419,6C(40%)-4C
MAGNet,0.020490143448114395,6C(40%)-4C
MAGNet,0.019996007904410362,6C(40%)-4C
MAGNet,0.0188198359683156,6C(40%)-4C
MAGNet,0.018030462320894003,6C(40%)-4C
MAGNet,0.01786270271986723,6C(40%)-4C
MAGNet,0.01756278984248638,6C(40%)-4C
MAGNet,0.016376805026084185,6C(40%)-4C
MAGNet,0.015640390571206808,6C(40%)-4C
MAGNet,0.01464548334479332,6C(40%)-4C
MAGNet,0.01351451687514782,6C(40%)-4C
MAGNet,0.012483914149925113,6C(40%)-4C
MAGNet,0.011671643704175949,6C(40%)-4C
MAGNet,0.01061526290141046,6C(40%)-4C
MAGNet,0.010097629157826304,6C(40%)-4C
MAGNet,0.009943592362105846,6C(40%)-4C
MAGNet,0.009852821938693523,6C(40%)-4C
MAGNet,0.010383988497778773,6C(40%)-4C
MAGNet,0.010317716747522354,6C(40%)-4C
MAGNet,0.011663370707537979,6C(40%)-4C
MAGNet,0.012565284967422485,6C(40%)-4C
Informer,0.049422663636505604,6C(40%)-4C
Informer,0.046820453368127346,6C(40%)-4C
Informer,0.06526436936110258,6C(40%)-4C
Informer,0.0374167887493968,6C(40%)-4C
Informer,0.03762863948941231,6C(40%)-4C
Informer,0.057111818343400955,6C(40%)-4C
Informer,0.04342796001583338,6C(40%)-4C
Informer,0.05580955184996128,6C(40%)-4C
Informer,0.049903242848813534,6C(40%)-4C
Informer,0.04134683310985565,6C(40%)-4C
Informer,0.043050721287727356,6C(40%)-4C
Informer,0.03639379423111677,6C(40%)-4C
Informer,0.03904728312045336,6C(40%)-4C
Informer,0.03735713381320238,6C(40%)-4C
Informer,0.03585951495915651,6C(40%)-4C
Informer,0.035085794515907764,6C(40%)-4C
Informer,0.045812550000846386,6C(40%)-4C
Informer,0.03739896882325411,6C(40%)-4C
Informer,0.04824191424995661,6C(40%)-4C
Informer,0.05356539972126484,6C(40%)-4C
Informer,0.056078338995575905,6C(40%)-4C
Informer,0.059533762745559216,6C(40%)-4C
Informer,0.05708100646734238,6C(40%)-4C
Informer,0.04150694701820612,6C(40%)-4C
Informer,0.03959341440349817,6C(40%)-4C
Informer,0.04499475657939911,6C(40%)-4C
Informer,0.04845218267291784,6C(40%)-4C
Informer,0.04066315479576588,6C(40%)-4C
Informer,0.03860310651361942,6C(40%)-4C
Informer,0.03632810525596142,6C(40%)-4C
Informer,0.04160852171480656,6C(40%)-4C
Informer,0.03832012973725796,6C(40%)-4C
Informer,0.04303788859397173,6C(40%)-4C
Informer,0.04180643055588007,6C(40%)-4C
Informer,0.04095655959099531,6C(40%)-4C
Informer,0.044581152498722076,6C(40%)-4C
Informer,0.04115976486355066,6C(40%)-4C
Informer,0.03841107804328203,6C(40%)-4C
Informer,0.037389288656413555,6C(40%)-4C
Informer,0.033329776022583246,6C(40%)-4C
Informer,0.04069542605429888,6C(40%)-4C
Informer,0.04144682362675667,6C(40%)-4C
Informer,0.04518316965550184,6C(40%)-4C
Informer,0.04823803063482046,6C(40%)-4C
Informer,0.04758577514439821,6C(40%)-4C
Informer,0.04986162018030882,6C(40%)-4C
Informer,0.04615533724427223,6C(40%)-4C
Informer,0.042080256156623363,6C(40%)-4C
Informer,0.03346698731184006,6C(40%)-4C
Informer,0.06908547878265381,6C(40%)-4C
Informer,0.07790490426123142,6C(40%)-4C
Informer,0.04577621351927519,6C(40%)-4C
Informer,0.0636138329282403,6C(40%)-4C
Informer,0.04896826483309269,6C(40%)-4C
Informer,0.04457628075033426,6C(40%)-4C
Informer,0.09490221738815308,6C(40%)-4C
Informer,0.10369216091930866,6C(40%)-4C
Informer,0.04846378602087498,6C(40%)-4C
Informer,0.09547431394457817,6C(40%)-4C
Informer,0.08642640896141529,6C(40%)-4C
Informer,0.030961969401687384,6C(40%)-4C
Informer,0.04516804125159979,6C(40%)-4C
Informer,0.04676451627165079,6C(40%)-4C
Informer,0.03834264166653156,6C(40%)-4C
Informer,0.10250357910990715,6C(40%)-4C
Informer,0.09761941432952881,6C(40%)-4C
Informer,0.06185863446444273,6C(40%)-4C
Informer,0.05608545430004597,6C(40%)-4C
Informer,0.056623767130076885,6C(40%)-4C
Informer,0.07423067558556795,6C(40%)-4C
Informer,0.07920230180025101,6C(40%)-4C
Informer,0.06721986457705498,6C(40%)-4C
Informer,0.09272558614611626,6C(40%)-4C
Informer,0.08351961150765419,6C(40%)-4C
Informer,0.06833433266729116,6C(40%)-4C
Informer,0.09105869568884373,6C(40%)-4C
Informer,0.07092264667153358,6C(40%)-4C
Informer,0.050687696784734726,6C(40%)-4C
Informer,0.07156925462186337,6C(40%)-4C
Informer,0.07612870819866657,6C(40%)-4C
Informer,0.05935564357787371,6C(40%)-4C
Informer,0.09484612382948399,6C(40%)-4C
Informer,0.07051136530935764,6C(40%)-4C
Informer,0.05478786025196314,6C(40%)-4C
Informer,0.04834854230284691,6C(40%)-4C
Informer,0.04917360842227936,6C(40%)-4C
Informer,0.04235072061419487,6C(40%)-4C
Informer,0.043449549935758114,6C(40%)-4C
Informer,0.04696819093078375,6C(40%)-4C
Informer,0.06828458327800035,6C(40%)-4C
Informer,0.06888472195714712,6C(40%)-4C
Informer,0.06715104170143604,6C(40%)-4C
Informer,0.064635812304914,6C(40%)-4C
Informer,0.06640553940087557,6C(40%)-4C
Informer,0.045431205071508884,6C(40%)-4C
Informer,0.05984804220497608,6C(40%)-4C
Informer,0.06674556341022253,6C(40%)-4C
Informer,0.06340273190289736,6C(40%)-4C
Informer,0.06864730548113585,6C(40%)-4C
Informer,0.05368188302963972,6C(40%)-4C
Informer,0.04470287449657917,6C(40%)-4C
Informer,0.04177985154092312,6C(40%)-4C
Informer,0.05292668007314205,6C(40%)-4C
Informer,0.04589414224028587,6C(40%)-4C
Informer,0.0547236492857337,6C(40%)-4C
Informer,0.04006158281117678,6C(40%)-4C
Informer,0.031044309493154287,6C(40%)-4C
Informer,0.03595458995550871,6C(40%)-4C
Informer,0.03176840441301465,6C(40%)-4C
Informer,0.043248395435512066,6C(40%)-4C
Informer,0.03673373442143202,6C(40%)-4C
Informer,0.02959872130304575,6C(40%)-4C
Informer,0.04552979860454798,6C(40%)-4C
Informer,0.051899190060794353,6C(40%)-4C
Informer,0.03621366620063782,6C(40%)-4C
Informer,0.035264999605715275,6C(40%)-4C
Informer,0.04414222948253155,6C(40%)-4C
Informer,0.04392476286739111,6C(40%)-4C
Informer,0.05295306257903576,6C(40%)-4C
Informer,0.06069306842982769,6C(40%)-4C
Informer,0.04463231563568115,6C(40%)-4C
Informer,0.04981876350939274,6C(40%)-4C
Informer,0.03176979999989271,6C(40%)-4C
Informer,0.04033821914345026,6C(40%)-4C
Informer,0.060568539425730705,6C(40%)-4C
Informer,0.03003149852156639,6C(40%)-4C
Informer,0.03153876215219498,6C(40%)-4C
Informer,0.035435366444289684,6C(40%)-4C
Informer,0.02724171383306384,6C(40%)-4C
Informer,0.04567707423120737,6C(40%)-4C
Informer,0.02616473939269781,6C(40%)-4C
Informer,0.02655226644128561,6C(40%)-4C
Informer,0.026486040093004704,6C(40%)-4C
Informer,0.026692800223827362,6C(40%)-4C
Informer,0.026096852030605078,6C(40%)-4C
Informer,0.02794436737895012,6C(40%)-4C
Informer,0.03116742754355073,6C(40%)-4C
Informer,0.02925523230805993,6C(40%)-4C
Informer,0.04653156269341707,6C(40%)-4C
Informer,0.03224876103922725,6C(40%)-4C
Informer,0.029949039220809937,6C(40%)-4C
Informer,0.038193623535335064,6C(40%)-4C
Informer,0.027142942417412996,6C(40%)-4C
Informer,0.032368451822549105,6C(40%)-4C
Informer,0.04080735333263874,6C(40%)-4C
Informer,0.024860240053385496,6C(40%)-4C
Informer,0.03840378113090992,6C(40%)-4C
Informer,0.04686969984322786,6C(40%)-4C
Informer,0.024903313256800175,6C(40%)-4C
Informer,0.04191258456557989,6C(40%)-4C
Informer,0.0443424629047513,6C(40%)-4C
Informer,0.030888976529240608,6C(40%)-4C
Informer,0.05155108775943518,6C(40%)-4C
Informer,0.03945696633309126,6C(40%)-4C
Informer,0.024277728982269764,6C(40%)-4C
Informer,0.025615926831960678,6C(40%)-4C
Informer,0.02692774450406432,6C(40%)-4C
Informer,0.026459782384335995,6C(40%)-4C
Informer,0.031036805361509323,6C(40%)-4C
Informer,0.02367853606119752,6C(40%)-4C
Informer,0.02552201598882675,6C(40%)-4C
Informer,0.036054570227861404,6C(40%)-4C
Informer,0.0268836272880435,6C(40%)-4C
Informer,0.0353061999194324,6C(40%)-4C
Informer,0.030601260717958212,6C(40%)-4C
Informer,0.02481153141707182,6C(40%)-4C
Informer,0.03690475691109896,6C(40%)-4C
Informer,0.04426783323287964,6C(40%)-4C
Informer,0.04043589346110821,6C(40%)-4C
Informer,0.03966190107166767,6C(40%)-4C
Informer,0.025403397623449564,6C(40%)-4C
Informer,0.025680010206997395,6C(40%)-4C
Informer,0.03570251073688269,6C(40%)-4C
Informer,0.030954450834542513,6C(40%)-4C
Informer,0.03297868324443698,6C(40%)-4C
Informer,0.04306690860539675,6C(40%)-4C
Informer,0.04083751700818539,6C(40%)-4C
Informer,0.029489713720977306,6C(40%)-4C
Informer,0.027341446839272976,6C(40%)-4C
Informer,0.025632555596530437,6C(40%)-4C
Informer,0.028857496567070484,6C(40%)-4C
Informer,0.026098723523318768,6C(40%)-4C
Informer,0.024622508790344,6C(40%)-4C
Informer,0.02739332802593708,6C(40%)-4C
Informer,0.03461575414985418,6C(40%)-4C
Informer,0.03368343599140644,6C(40%)-4C
Informer,0.030787878669798374,6C(40%)-4C
Informer,0.02941187471151352,6C(40%)-4C
Informer,0.03351086284965277,6C(40%)-4C
Informer,0.03871629014611244,6C(40%)-4C
Informer,0.04241398815065622,6C(40%)-4C
Informer,0.03932442609220743,6C(40%)-4C
Informer,0.03756788745522499,6C(40%)-4C
Informer,0.029919564723968506,6C(40%)-4C
Informer,0.03258195240050554,6C(40%)-4C
Informer,0.030154708307236433,6C(40%)-4C
Informer,0.028937412425875664,6C(40%)-4C
Informer,0.03032058710232377,6C(40%)-4C
Informer,0.032339667435735464,6C(40%)-4C
Informer,0.03013904020190239,6C(40%)-4C
Informer,0.04169999621808529,6C(40%)-4C
Informer,0.03128996165469289,6C(40%)-4C
Informer,0.027043938171118498,6C(40%)-4C
Informer,0.029012251179665327,6C(40%)-4C
Informer,0.027265148237347603,6C(40%)-4C
Informer,0.02749983500689268,6C(40%)-4C
Informer,0.02920052921399474,6C(40%)-4C
Informer,0.03059712378308177,6C(40%)-4C
Informer,0.03111265692859888,6C(40%)-4C
Informer,0.030147199518978596,6C(40%)-4C
Informer,0.029609357938170433,6C(40%)-4C
Informer,0.033193918876349926,6C(40%)-4C
Informer,0.03455501142889261,6C(40%)-4C
Informer,0.028287068009376526,6C(40%)-4C
Informer,0.031666502356529236,6C(40%)-4C
Informer,0.03476856090128422,6C(40%)-4C
Informer,0.03058098442852497,6C(40%)-4C
Informer,0.03512369003146887,6C(40%)-4C
Informer,0.030870947986841202,6C(40%)-4C
Informer,0.028322684578597546,6C(40%)-4C
Informer,0.029274396132677794,6C(40%)-4C
Informer,0.027452544774860144,6C(40%)-4C
Informer,0.028575817588716745,6C(40%)-4C
Informer,0.028326183557510376,6C(40%)-4C
Informer,0.028185772243887186,6C(40%)-4C
Informer,0.029349119868129492,6C(40%)-4C
Informer,0.027747914660722017,6C(40%)-4C
Informer,0.02894781483337283,6C(40%)-4C
Informer,0.029995331540703773,6C(40%)-4C
Informer,0.0316570783033967,6C(40%)-4C
Informer,0.030839545652270317,6C(40%)-4C
Informer,0.032893793657422066,6C(40%)-4C
Informer,0.030429920181632042,6C(40%)-4C
Informer,0.03106118319556117,6C(40%)-4C
Informer,0.03350148629397154,6C(40%)-4C
Informer,0.03145146556198597,6C(40%)-4C
Informer,0.03118927776813507,6C(40%)-4C
Informer,0.02871698373928666,6C(40%)-4C
Informer,0.026701465249061584,6C(40%)-4C
Informer,0.034734856337308884,6C(40%)-4C
Informer,0.027116864919662476,6C(40%)-4C
Informer,0.026474351529031992,6C(40%)-4C
Informer,0.030283342115581036,6C(40%)-4C
Informer,0.02851525880396366,6C(40%)-4C
Informer,0.045720335096120834,6C(40%)-4C
Informer,0.08000410348176956,6C(40%)-4C
Informer,0.06761419214308262,6C(40%)-4C
Informer,0.04895240720361471,6C(40%)-4C
Informer,0.04765208996832371,6C(40%)-4C
Informer,0.04733047727495432,6C(40%)-4C
Informer,0.048440310172736645,6C(40%)-4C
Informer,0.046590172685682774,6C(40%)-4C
Informer,0.043735907413065434,6C(40%)-4C
Informer,0.04728007595986128,6C(40%)-4C
Informer,0.04752627480775118,6C(40%)-4C
Informer,0.04416515678167343,6C(40%)-4C
Informer,0.04753201175481081,6C(40%)-4C
Informer,0.043367150239646435,6C(40%)-4C
Informer,0.04611238557845354,6C(40%)-4C
Informer,0.05085450317710638,6C(40%)-4C
Informer,0.04404968861490488,6C(40%)-4C
Informer,0.04820127133280039,6C(40%)-4C
Informer,0.047721017152071,6C(40%)-4C
Informer,0.043228188529610634,6C(40%)-4C
Informer,0.045527233742177486,6C(40%)-4C
Informer,0.04645633604377508,6C(40%)-4C
Informer,0.039600727148354053,6C(40%)-4C
Informer,0.04669605661183596,6C(40%)-4C
Informer,0.04111949075013399,6C(40%)-4C
Informer,0.03155300812795758,6C(40%)-4C
Informer,0.039307781495153904,6C(40%)-4C
Informer,0.03361307457089424,6C(40%)-4C
Informer,0.035186171531677246,6C(40%)-4C
Informer,0.05470256693661213,6C(40%)-4C
Informer,0.03966048266738653,6C(40%)-4C
Informer,0.03979554399847984,6C(40%)-4C
Informer,0.05159008130431175,6C(40%)-4C
Informer,0.037919169291853905,6C(40%)-4C
Informer,0.04004306811839342,6C(40%)-4C
Informer,0.050503164529800415,6C(40%)-4C
Informer,0.03979736287146807,6C(40%)-4C
Informer,0.05041760578751564,6C(40%)-4C
Informer,0.048137810081243515,6C(40%)-4C
Informer,0.03177229641005397,6C(40%)-4C
Informer,0.02946834499016404,6C(40%)-4C
Informer,0.03666102234274149,6C(40%)-4C
Informer,0.03251792537048459,6C(40%)-4C
Informer,0.03590341750532389,6C(40%)-4C
Informer,0.03358320705592632,6C(40%)-4C
Informer,0.03417734336107969,6C(40%)-4C
Informer,0.0327111566439271,6C(40%)-4C
Informer,0.02841331996023655,6C(40%)-4C
Informer,0.021143779158592224,6C(40%)-4C
Informer,0.03624752350151539,6C(40%)-4C
Informer,0.03672100231051445,6C(40%)-4C
Informer,0.03082768525928259,6C(40%)-4C
Informer,0.05273722857236862,6C(40%)-4C
Informer,0.03656943887472153,6C(40%)-4C
Informer,0.02051034150645137,6C(40%)-4C
Informer,0.034582620952278376,6C(40%)-4C
Informer,0.029506911523640156,6C(40%)-4C
Informer,0.022730913944542408,6C(40%)-4C
Informer,0.030712010338902473,6C(40%)-4C
Informer,0.029793500900268555,6C(40%)-4C
Informer,0.022921384777873755,6C(40%)-4C
Informer,0.023417497519403696,6C(40%)-4C
Informer,0.02248723478987813,6C(40%)-4C
Informer,0.02926266146823764,6C(40%)-4C
Informer,0.032271601259708405,6C(40%)-4C
Informer,0.026730723679065704,6C(40%)-4C
Informer,0.03347836993634701,6C(40%)-4C
Informer,0.03361211298033595,6C(40%)-4C
Informer,0.030792716424912214,6C(40%)-4C
Informer,0.03171616047620773,6C(40%)-4C
Informer,0.03404751839116216,6C(40%)-4C
Informer,0.029476364143192768,6C(40%)-4C
Informer,0.03373388573527336,6C(40%)-4C
Informer,0.03158580418676138,6C(40%)-4C
Informer,0.03438529931008816,6C(40%)-4C
Informer,0.034447915852069855,6C(40%)-4C
Informer,0.03648805990815163,6C(40%)-4C
Informer,0.03249379899352789,6C(40%)-4C
Informer,0.038113764487206936,6C(40%)-4C
Informer,0.035366868134588,6C(40%)-4C
Informer,0.037048802711069584,6C(40%)-4C
Informer,0.04135362338274717,6C(40%)-4C
Informer,0.03709496883675456,6C(40%)-4C
Informer,0.03484189137816429,6C(40%)-4C
Informer,0.03915913309901953,6C(40%)-4C
Informer,0.04057089425623417,6C(40%)-4C
Informer,0.03996371105313301,6C(40%)-4C
Informer,0.03777971025556326,6C(40%)-4C
Informer,0.04385835025459528,6C(40%)-4C
Informer,0.04234700556844473,6C(40%)-4C
Informer,0.03828674275428057,6C(40%)-4C
Informer,0.039958677254617214,6C(40%)-4C
Informer,0.04320923797786236,6C(40%)-4C
Informer,0.038036529906094074,6C(40%)-4C
Informer,0.04292904958128929,6C(40%)-4C
Informer,0.04196252953261137,6C(40%)-4C
Informer,0.041547151282429695,6C(40%)-4C
Informer,0.045425042510032654,6C(40%)-4C
Informer,0.041034857742488384,6C(40%)-4C
Informer,0.0415677186101675,6C(40%)-4C
Informer,0.04331256914883852,6C(40%)-4C
Informer,0.04303096327930689,6C(40%)-4C
Informer,0.047416968271136284,6C(40%)-4C
Informer,0.04815961793065071,6C(40%)-4C
Informer,0.041001989506185055,6C(40%)-4C
Informer,0.0467977924272418,6C(40%)-4C
Informer,0.046742694452404976,6C(40%)-4C
Informer,0.04047771915793419,6C(40%)-4C
Informer,0.0412701778113842,6C(40%)-4C
Informer,0.04339532647281885,6C(40%)-4C
Informer,0.039294229820370674,6C(40%)-4C
Informer,0.04197836760431528,6C(40%)-4C
Informer,0.04174404311925173,6C(40%)-4C
Informer,0.04626092687249184,6C(40%)-4C
Informer,0.045807589776813984,6C(40%)-4C
Informer,0.03559279441833496,6C(40%)-4C
Informer,0.043903774581849575,6C(40%)-4C
Informer,0.038939353078603745,6C(40%)-4C
Informer,0.040935320779681206,6C(40%)-4C
Informer,0.04235226009041071,6C(40%)-4C
Informer,0.041643030010163784,6C(40%)-4C
Informer,0.04414805490523577,6C(40%)-4C
Informer,0.04120773449540138,6C(40%)-4C
Informer,0.042602227069437504,6C(40%)-4C
Informer,0.03957858216017485,6C(40%)-4C
Informer,0.040984383784234524,6C(40%)-4C
Informer,0.035050204023718834,6C(40%)-4C
Informer,0.03454354591667652,6C(40%)-4C
Informer,0.03995450213551521,6C(40%)-4C
Informer,0.03962006699293852,6C(40%)-4C
Informer,0.03213723888620734,6C(40%)-4C
Informer,0.039120832458138466,6C(40%)-4C
Informer,0.02830996038392186,6C(40%)-4C
Informer,0.035235002636909485,6C(40%)-4C
Informer,0.03079252177849412,6C(40%)-4C
Informer,0.03246434452012181,6C(40%)-4C
Informer,0.03571922704577446,6C(40%)-4C
Informer,0.03061144705861807,6C(40%)-4C
Informer,0.028752573765814304,6C(40%)-4C
Informer,0.030947717372328043,6C(40%)-4C
Informer,0.02811914263293147,6C(40%)-4C
Informer,0.02866026759147644,6C(40%)-4C
Informer,0.030284135602414608,6C(40%)-4C
Informer,0.02913894271478057,6C(40%)-4C
Informer,0.027172671165317297,6C(40%)-4C
Informer,0.027201177086681128,6C(40%)-4C
Informer,0.02553218463435769,6C(40%)-4C
Informer,0.027283393312245607,6C(40%)-4C
Informer,0.0264116651378572,6C(40%)-4C
Informer,0.027869869023561478,6C(40%)-4C
Informer,0.025580042973160744,6C(40%)-4C
Informer,0.029284514486789703,6C(40%)-4C
Informer,0.026350990869104862,6C(40%)-4C
Informer,0.026380849536508322,6C(40%)-4C
Informer,0.026365050114691257,6C(40%)-4C
Informer,0.027094395831227303,6C(40%)-4C
Informer,0.026918423362076283,6C(40%)-4C
Informer,0.029409088660031557,6C(40%)-4C
Informer,0.028320074547082186,6C(40%)-4C
Informer,0.02789822220802307,6C(40%)-4C
Informer,0.029113227501511574,6C(40%)-4C
Informer,0.028791791759431362,6C(40%)-4C
Informer,0.029565135948359966,6C(40%)-4C
Informer,0.031176073011010885,6C(40%)-4C
Informer,0.031073630787432194,6C(40%)-4C
Informer,0.02999996393918991,6C(40%)-4C
Informer,0.03137566847726703,6C(40%)-4C
Informer,0.032953830901533365,6C(40%)-4C
Informer,0.03392829466611147,6C(40%)-4C
Informer,0.03299719141796231,6C(40%)-4C
Informer,0.03390789357945323,6C(40%)-4C
Informer,0.032361016143113375,6C(40%)-4C
Informer,0.03562622657045722,6C(40%)-4C
Informer,0.034336813259869814,6C(40%)-4C
Informer,0.03410077374428511,6C(40%)-4C
Informer,0.03609206946566701,6C(40%)-4C
Informer,0.03578183427453041,6C(40%)-4C
Informer,0.03801715048030019,6C(40%)-4C
Informer,0.03954594489187002,6C(40%)-4C
Informer,0.040020440239459276,6C(40%)-4C
Informer,0.04220320004969835,6C(40%)-4C
Informer,0.042106406297534704,6C(40%)-4C
Informer,0.043713904451578856,6C(40%)-4C
Informer,0.04457566561177373,6C(40%)-4C
Informer,0.046223536133766174,6C(40%)-4C
Informer,0.04742872528731823,6C(40%)-4C
Informer,0.04940300155431032,6C(40%)-4C
Informer,0.051081083714962006,6C(40%)-4C
Informer,0.052892331033945084,6C(40%)-4C
Informer,0.05508354306221008,6C(40%)-4C
MAGNet,0.06528169475495815,5.2C(71%)-3C
MAGNet,0.06488180253654718,5.2C(71%)-3C
MAGNet,0.035600225906819105,5.2C(71%)-3C
MAGNet,0.046483369544148445,5.2C(71%)-3C
MAGNet,0.057374585419893265,5.2C(71%)-3C
MAGNet,0.05729093123227358,5.2C(71%)-3C
MAGNet,0.04553639516234398,5.2C(71%)-3C
MAGNet,0.041895472444593906,5.2C(71%)-3C
MAGNet,0.040623015724122524,5.2C(71%)-3C
MAGNet,0.03972404822707176,5.2C(71%)-3C
MAGNet,0.03701136680319905,5.2C(71%)-3C
MAGNet,0.0262832953594625,5.2C(71%)-3C
MAGNet,0.03010757965967059,5.2C(71%)-3C
MAGNet,0.027552199084311724,5.2C(71%)-3C
MAGNet,0.024703315924853086,5.2C(71%)-3C
MAGNet,0.03531428799033165,5.2C(71%)-3C
MAGNet,0.02782440558075905,5.2C(71%)-3C
MAGNet,0.026972501538693905,5.2C(71%)-3C
MAGNet,0.04489274136722088,5.2C(71%)-3C
MAGNet,0.050290356390178204,5.2C(71%)-3C
