,alpha-acc,Conditions
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,1.0,CY45-05
MAGNet,0.9733333333333334,CY25-025
MAGNet,0.9566666666666667,CY25-025
MAGNet,1.0,CY25-025
MAGNet,0.9966666666666666,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,0.9933333333333334,CY25-025
MAGNet,0.98,CY25-025
MAGNet,0.9833333333333334,CY25-025
MAGNet,0.97,CY25-025
MAGNet,0.9766666666666667,CY25-025
MAGNet,0.9666666666666667,CY25-025
MAGNet,0.96,CY25-025
MAGNet,0.9633333333333334,CY25-025
MAGNet,0.9666666666666667,CY25-025
MAGNet,0.94,CY25-025
MAGNet,0.93,CY25-025
MAGNet,0.9333333333333333,CY25-025
MAGNet,0.9133333333333333,CY25-025
MAGNet,0.9133333333333333,CY25-025
MAGNet,0.9099999999999999,CY25-025
MAGNet,0.9166666666666667,CY25-025
MAGNet,0.8866666666666667,CY25-025
MAGNet,0.8999999999999999,CY25-025
MAGNet,0.8666666666666667,CY25-025
MAGNet,0.8766666666666667,CY25-025
MAGNet,0.88,CY25-025
MAGNet,0.87,CY25-025
MAGNet,0.8466666666666667,CY25-025
MAGNet,0.8333333333333333,CY25-025
MAGNet,0.8366666666666667,CY25-025
MAGNet,0.8266666666666667,CY25-025
MAGNet,0.8266666666666667,CY25-025
MAGNet,0.8355704697986577,CY25-025
MAGNet,0.8344594594594594,CY25-025
MAGNet,0.8299319727891157,CY25-025
MAGNet,0.8356164383561644,CY25-025
MAGNet,0.8482758620689654,CY25-025
MAGNet,0.8333333333333334,CY25-025
MAGNet,0.8496503496503497,CY25-025
MAGNet,0.8485915492957747,CY25-025
MAGNet,0.8475177304964538,CY25-025
MAGNet,0.8535714285714285,CY25-025
MAGNet,0.841726618705036,CY25-025
MAGNet,0.8297101449275363,CY25-025
MAGNet,0.8211678832116789,CY25-025
MAGNet,0.8235294117647058,CY25-025
MAGNet,0.825925925925926,CY25-025
MAGNet,0.8208955223880596,CY25-025
MAGNet,0.8270676691729324,CY25-025
MAGNet,0.8295454545454546,CY25-025
MAGNet,0.8244274809160306,CY25-025
MAGNet,0.823076923076923,CY25-025
MAGNet,0.8372093023255813,CY25-025
MAGNet,0.828125,CY25-025
MAGNet,0.8425196850393701,CY25-025
MAGNet,0.8055555555555556,CY25-025
MAGNet,0.8360000000000001,CY25-025
MAGNet,0.8306451612903225,CY25-025
MAGNet,0.8292682926829268,CY25-025
MAGNet,0.8278688524590163,CY25-025
MAGNet,0.8388429752066116,CY25-025
MAGNet,0.8291666666666666,CY25-025
MAGNet,0.8277310924369747,CY25-025
MAGNet,0.8432203389830508,CY25-025
MAGNet,0.8418803418803419,CY25-025
MAGNet,0.8448275862068966,CY25-025
MAGNet,0.8478260869565217,CY25-025
MAGNet,0.8333333333333333,CY25-025
MAGNet,0.8451327433628318,CY25-025
MAGNet,0.8125,CY25-025
MAGNet,0.7882882882882882,CY25-025
MAGNet,0.7954545454545454,CY25-025
MAGNet,0.7706422018348624,CY25-025
MAGNet,0.8009259259259259,CY25-025
MAGNet,0.780373831775701,CY25-025
MAGNet,0.7877358490566038,CY25-025
MAGNet,0.7952380952380953,CY25-025
MAGNet,0.8173076923076923,CY25-025
MAGNet,0.8058252427184466,CY25-025
MAGNet,0.7892156862745099,CY25-025
MAGNet,0.7920792079207921,CY25-025
MAGNet,0.79,CY25-025
MAGNet,0.7929292929292929,CY25-025
MAGNet,0.8112244897959183,CY25-025
MAGNet,0.8247422680412371,CY25-025
MAGNet,0.8229166666666667,CY25-025
MAGNet,0.8157894736842105,CY25-025
MAGNet,0.8031914893617021,CY25-025
MAGNet,0.7795698924731183,CY25-025
MAGNet,0.7771739130434783,CY25-025
MAGNet,0.7912087912087913,CY25-025
MAGNet,0.7944444444444445,CY25-025
MAGNet,0.797752808988764,CY25-025
MAGNet,0.7897727272727273,CY25-025
MAGNet,0.8103448275862069,CY25-025
MAGNet,0.813953488372093,CY25-025
MAGNet,0.8058823529411765,CY25-025
MAGNet,0.7976190476190477,CY25-025
MAGNet,0.7771084337349398,CY25-025
MAGNet,0.774390243902439,CY25-025
MAGNet,0.7716049382716049,CY25-025
MAGNet,0.75,CY25-025
MAGNet,0.7784810126582278,CY25-025
MAGNet,0.7884615384615384,CY25-025
MAGNet,0.7922077922077921,CY25-025
MAGNet,0.7828947368421053,CY25-025
MAGNet,0.8333333333333333,CY25-025
MAGNet,0.722972972972973,CY25-025
MAGNet,0.6917808219178082,CY25-025
MAGNet,0.6597222222222222,CY25-025
MAGNet,0.676056338028169,CY25-025
MAGNet,0.7,CY25-025
MAGNet,0.7028985507246377,CY25-025
MAGNet,0.713235294117647,CY25-025
MAGNet,0.7388059701492538,CY25-025
MAGNet,0.7348484848484849,CY25-025
MAGNet,0.7230769230769232,CY25-025
MAGNet,0.6953125,CY25-025
MAGNet,0.7380952380952381,CY25-025
MAGNet,0.717741935483871,CY25-025
MAGNet,0.7131147540983607,CY25-025
MAGNet,0.6916666666666667,CY25-025
MAGNet,0.6779661016949152,CY25-025
MAGNet,0.6551724137931034,CY25-025
MAGNet,0.6228070175438596,CY25-025
MAGNet,0.625,CY25-025
MAGNet,0.6909090909090909,CY25-025
MAGNet,0.75,CY25-025
MAGNet,0.7452830188679245,CY25-025
MAGNet,0.7211538461538461,CY25-025
MAGNet,0.7549019607843137,CY25-025
MAGNet,0.79,CY25-025
MAGNet,0.8979591836734694,CY25-025
MAGNet,0.9270833333333334,CY25-025
MAGNet,0.9468085106382979,CY25-025
MAGNet,0.9891304347826086,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,0.9487179487179487,CY25-025
MAGNet,0.8421052631578947,CY25-025
MAGNet,0.918918918918919,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,1.0,CY25-025
MAGNet,0.30666666666666664,CY35-05
MAGNet,0.3733333333333333,CY35-05
MAGNet,0.4066666666666667,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,0.9966666666666666,CY35-05
MAGNet,0.9966666666666666,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,0.9966666666666666,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,0.9966666666666666,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
MAGNet,1.0,CY35-05
Informer,0.55,CY25-1
Informer,0.6111111111111112,CY25-1
Informer,0.6875,CY25-1
Informer,0.7857142857142857,CY25-1
Informer,0.75,CY25-1
Informer,0.9,CY25-1
Informer,0.875,CY25-1
Informer,0.8333333333333333,CY25-1
Informer,0.75,CY25-1
Informer,0.5,CY25-1
Informer,0.16666666666666669,CY25-1
Informer,0.25,CY25-1
Informer,0.23076923076923078,CY25-1
Informer,0.45833333333333337,CY25-1
Informer,0.5909090909090908,CY25-1
Informer,0.6499999999999999,CY25-1
Informer,0.6666666666666667,CY25-1
Informer,0.6875,CY25-1
Informer,0.6428571428571428,CY25-1
Informer,0.75,CY25-1
Informer,0.7,CY25-1
Informer,0.875,CY25-1
Informer,0.8333333333333333,CY25-1
Informer,0.75,CY25-1
Informer,0.5,CY25-1
Informer,0.9094827586206897,CY25-05
Informer,0.9217391304347826,CY25-05
Informer,0.9210526315789473,CY25-05
Informer,0.9070796460176991,CY25-05
Informer,0.90625,CY25-05
Informer,0.9009009009009009,CY25-05
Informer,0.8909090909090909,CY25-05
Informer,0.8807339449541285,CY25-05
Informer,0.8796296296296295,CY25-05
Informer,0.8925233644859814,CY25-05
Informer,0.9009433962264151,CY25-05
Informer,0.9,CY25-05
Informer,0.8990384615384616,CY25-05
Informer,0.9029126213592233,CY25-05
Informer,0.9068627450980392,CY25-05
Informer,0.8960396039603961,CY25-05
Informer,0.905,CY25-05
Informer,0.9090909090909091,CY25-05
Informer,0.9081632653061225,CY25-05
Informer,0.9072164948453608,CY25-05
Informer,0.90625,CY25-05
Informer,0.9,CY25-05
Informer,0.898936170212766,CY25-05
Informer,0.8978494623655914,CY25-05
Informer,0.8858695652173914,CY25-05
Informer,0.8846153846153846,CY25-05
Informer,0.8833333333333333,CY25-05
Informer,0.8820224719101124,CY25-05
Informer,0.8863636363636364,CY25-05
Informer,0.8850574712643678,CY25-05
Informer,0.8837209302325582,CY25-05
Informer,0.888235294117647,CY25-05
Informer,0.8869047619047619,CY25-05
Informer,0.8795180722891566,CY25-05
Informer,0.8841463414634146,CY25-05
Informer,0.8641975308641975,CY25-05
Informer,0.86875,CY25-05
Informer,0.8607594936708861,CY25-05
Informer,0.8525641025641025,CY25-05
Informer,0.8506493506493507,CY25-05
Informer,0.8486842105263157,CY25-05
Informer,0.8533333333333334,CY25-05
Informer,0.8445945945945945,CY25-05
Informer,0.8561643835616438,CY25-05
Informer,0.8541666666666667,CY25-05
Informer,0.852112676056338,CY25-05
Informer,0.85,CY25-05
Informer,0.8478260869565217,CY25-05
Informer,0.8455882352941176,CY25-05
Informer,0.8283582089552239,CY25-05
Informer,0.8257575757575758,CY25-05
Informer,0.8076923076923077,CY25-05
Informer,0.8046875,CY25-05
Informer,0.8174603174603174,CY25-05
Informer,0.814516129032258,CY25-05
Informer,0.819672131147541,CY25-05
Informer,0.8083333333333333,CY25-05
Informer,0.8050847457627119,CY25-05
Informer,0.8189655172413792,CY25-05
Informer,0.8245614035087719,CY25-05
Informer,0.8125,CY25-05
Informer,0.8,CY25-05
Informer,0.7962962962962963,CY25-05
Informer,0.8018867924528302,CY25-05
Informer,0.7884615384615384,CY25-05
Informer,0.7941176470588236,CY25-05
Informer,0.8,CY25-05
Informer,0.7959183673469388,CY25-05
Informer,0.8020833333333333,CY25-05
Informer,0.7872340425531915,CY25-05
Informer,0.8152173913043479,CY25-05
Informer,0.8111111111111111,CY25-05
Informer,0.8181818181818182,CY25-05
Informer,0.813953488372093,CY25-05
Informer,0.8214285714285714,CY25-05
Informer,0.8048780487804879,CY25-05
Informer,0.825,CY25-05
Informer,0.7564102564102564,CY25-05
Informer,0.7631578947368421,CY25-05
Informer,0.7297297297297297,CY25-05
Informer,0.7222222222222222,CY25-05
Informer,0.7142857142857143,CY25-05
Informer,0.7058823529411765,CY25-05
Informer,0.696969696969697,CY25-05
Informer,0.6875,CY25-05
Informer,0.6774193548387096,CY25-05
Informer,0.6666666666666666,CY25-05
Informer,0.6896551724137931,CY25-05
Informer,0.6785714285714286,CY25-05
Informer,0.6666666666666666,CY25-05
Informer,0.6538461538461539,CY25-05
Informer,0.68,CY25-05
Informer,0.7083333333333334,CY25-05
Informer,0.717391304347826,CY25-05
Informer,0.7727272727272727,CY25-05
Informer,0.8333333333333333,CY25-05
Informer,0.8999999999999999,CY25-05
Informer,0.9473684210526316,CY25-05
Informer,0.9722222222222222,CY25-05
Informer,0.9705882352941176,CY25-05
Informer,0.96875,CY25-05
Informer,0.9666666666666667,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,0.75,CY25-05
Informer,0.5,CY25-05
Informer,0.802158273381295,CY25-05
Informer,0.9021739130434783,CY25-05
Informer,0.9598540145985401,CY25-05
Informer,0.9485294117647058,CY25-05
Informer,0.9481481481481482,CY25-05
Informer,0.9291044776119404,CY25-05
Informer,0.8834586466165413,CY25-05
Informer,0.893939393939394,CY25-05
Informer,0.950381679389313,CY25-05
Informer,0.9884615384615385,CY25-05
Informer,0.9961240310077519,CY25-05
Informer,0.99609375,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
Informer,1.0,CY25-05
