,Voltage(V),dQ/dU(mAh/V)
146,3.821359124182754,3495.210836614867
147,3.826359124182754,3522.7852477506412
148,3.831359124182754,3542.3399322674495
149,3.8363591241827537,3561.2913700222985
150,3.8413591241827536,3599.4640493175893
151,3.8463591241827535,3654.642530317832
152,3.8513591241827534,3707.379718653578
153,3.8563591241827533,3753.847051625991
154,3.861359124182753,3813.500053559558
155,3.866359124182753,3877.326153024349
156,3.871359124182753,3948.4567160662814
157,3.876359124182753,4030.8022321070684
158,3.8813591241827528,4099.760357150558
159,3.8863591241827526,4137.749016840095
160,3.8913591241827525,4146.162520742722
161,3.8963591241827524,4140.6538004195745
162,3.9013591241827523,4127.732760869424
163,3.906359124182752,4087.198265372181
164,3.911359124182752,4015.674946064972
165,3.916359124182752,3924.1536728204856
166,3.921359124182752,3819.0879762153895
