,Voltage(V),dQ/dU(mAh/V)
146,3.624896193251955,4197.239491673597
147,3.629896193251955,4208.500131524805
148,3.634896193251955,4205.074472245772
149,3.6398961932519547,4187.444542555073
150,3.6448961932519546,4154.674708371571
151,3.6498961932519545,4107.101928427869
152,3.6548961932519544,4046.976500327985
153,3.6598961932519543,3985.3243651488447
154,3.664896193251954,3922.07457709428
155,3.669896193251954,3860.9285906731025
156,3.674896193251954,3800.5959793957436
157,3.679896193251954,3741.504214534412
158,3.6848961932519537,3687.256919354754
159,3.6898961932519536,3630.8422734329674
160,3.6948961932519535,3579.341507057458
161,3.6998961932519534,3531.5722370701264
162,3.7048961932519533,3488.1621703161713
163,3.709896193251953,3451.1005975000216
164,3.714896193251953,3418.043646477955
165,3.719896193251953,3389.2079278699725
166,3.724896193251953,3366.508066700815
167,3.7298961932519528,3347.4173391201425
168,3.7348961932519527,3333.1323574840526
169,3.7398961932519525,3322.4110029143617
170,3.7448961932519524,3315.5674676760027
171,3.7498961932519523,3312.961488942873
172,3.7548961932519522,3314.9633681485193
173,3.759896193251952,3320.237298944974
174,3.764896193251952,3327.9177603851463
175,3.769896193251952,3339.121571302583
176,3.774896193251952,3352.069314266749
177,3.7798961932519517,3368.6171884560326
178,3.7848961932519516,3386.57062740788
179,3.7898961932519515,3406.4261728020374
180,3.7948961932519514,3426.9234753554683
181,3.7998961932519513,3447.1527682649753
182,3.804896193251951,3468.7297967682894
183,3.809896193251951,3490.916839511053
184,3.814896193251951,3514.2570229098455
185,3.819896193251951,3537.5308333355974
186,3.8248961932519507,3565.946767153015
187,3.8298961932519506,3596.5387980156956
188,3.8348961932519505,3629.2149886672014
189,3.8398961932519504,3665.8558031506955
190,3.8448961932519503,3705.662858379573
191,3.84989619325195,3744.6948791395157
192,3.85489619325195,3784.632778868226
193,3.85989619325195,3824.2042368262178
194,3.86489619325195,3860.3621370511646
195,3.86989619325195,3892.497197671744
196,3.8748961932519497,3918.311131271784
197,3.8798961932519496,3935.4582830548547
198,3.8848961932519495,3941.4626293899933
199,3.8898961932519494,3936.6755866029257
200,3.8948961932519492,3919.1446272658713
201,3.899896193251949,3888.463322119041
202,3.904896193251949,3844.5313973140032
