,Voltage(V),dQ/dV(mAh/V)
0,3.370219,39.78313338706672
1,3.375219,45.25579155062151
2,3.380219,51.608065311599034
3,3.3852189999999998,59.06937403424399
4,3.3902189999999996,67.50151601136756
5,3.3952189999999995,76.69895888075894
6,3.4002189999999994,86.64343631208399
7,3.4052189999999993,96.96942105969862
8,3.4102189999999992,108.0621599076005
9,3.415218999999999,119.27526827852178
10,3.420218999999999,130.525914494555
11,3.425218999999999,142.06972699654978
12,3.430218999999999,153.75038204492054
13,3.4352189999999987,165.88150013808274
14,3.4402189999999986,178.17151552189702
15,3.4452189999999985,191.11322383285656
16,3.4502189999999984,204.42667944735066
17,3.4552189999999983,218.28380422893648
18,3.460218999999998,232.52280383862868
19,3.465218999999998,247.3151219753651
20,3.470218999999998,262.7126884347323
21,3.475218999999998,278.5630081374295
22,3.4802189999999977,294.75358247205395
23,3.4852189999999976,311.49539734527855
24,3.4902189999999975,328.3897603470972
25,3.4952189999999974,345.97326669215556
26,3.5002189999999973,364.05937780733854
27,3.505218999999997,382.70326756538134
28,3.510218999999997,402.099990955635
29,3.515218999999997,422.40910561787325
30,3.520218999999997,443.92337647985573
31,3.5252189999999968,466.94329436650185
32,3.5302189999999967,491.430485682016
33,3.5352189999999966,518.5183585421576
34,3.5402189999999965,548.0722649598879
35,3.5452189999999963,579.7939810635722
36,3.5502189999999962,614.1833044401743
37,3.555218999999996,650.8748454220303
38,3.560218999999996,689.1908141926414
39,3.565218999999996,729.2830652811526
40,3.570218999999996,770.3564990282839
41,3.5752189999999957,812.0640264782568
42,3.5802189999999956,854.2399383521373
43,3.5852189999999955,896.0063530947351
44,3.5902189999999954,937.7075423923176
45,3.5952189999999953,978.7686482600463
46,3.600218999999995,1019.039402332317
47,3.605218999999995,1058.6789490717426
48,3.610218999999995,1096.9608091291796
49,3.615218999999995,1134.0480735939818
50,3.6202189999999947,1170.5878660454841
51,3.6252189999999946,1205.5755679678525
52,3.6302189999999945,1240.4556819245374
53,3.6352189999999944,1275.0732694791059
54,3.6402189999999943,1310.1592636240844
55,3.645218999999994,1346.2028136804056
56,3.650218999999994,1383.9122499580687
57,3.655218999999994,1423.6787086675288
58,3.660218999999994,1466.5013754386573
59,3.665218999999994,1512.617500976108
60,3.6702189999999937,1561.8060710017644
61,3.6752189999999936,1614.3887649291592
62,3.6802189999999935,1669.646199185355
63,3.6852189999999934,1727.2727835171686
64,3.6902189999999933,1787.1095693179163
65,3.695218999999993,1848.9231461841212
66,3.700218999999993,1911.3776595396773
67,3.705218999999993,1976.5028924480962
68,3.710218999999993,2043.2219586266972
69,3.7152189999999927,2112.5031014576807
70,3.7202189999999926,2184.4096790790595
71,3.7252189999999925,2258.1016517930125
72,3.7302189999999924,2332.9266454543404
73,3.7352189999999923,2408.864609113413
74,3.740218999999992,2484.8278807019797
75,3.745218999999992,2558.6253767963008
76,3.750218999999992,2628.5032846212885
77,3.755218999999992,2694.446969539386
78,3.7602189999999918,2754.673998020655
79,3.7652189999999917,2808.9216717910867
80,3.7702189999999915,2856.7284409769636
81,3.7752189999999914,2898.696315246907
82,3.7802189999999913,2934.823607750432
83,3.7852189999999912,2966.0721394959173
84,3.790218999999991,2993.2704861746056
85,3.795218999999991,3017.382081398448
86,3.800218999999991,3038.6388631758605
87,3.805218999999991,3056.7442459008525
88,3.8102189999999907,3072.1840941299497
89,3.8152189999999906,3084.5070084106674
90,3.8202189999999905,3094.646901952756
91,3.8252189999999904,3101.4022613001775
92,3.8302189999999903,3104.6372806317963
93,3.83521899999999,3105.309904907695
94,3.84021899999999,3102.0128336361904
95,3.84521899999999,3096.036885871979
96,3.85021899999999,3087.787573838792
97,3.8552189999999897,3077.7118421843365
98,3.8602189999999896,3066.4114845639097
99,3.8652189999999895,3054.2762696135505
100,3.8702189999999894,3041.10888530213
101,3.8752189999999893,3026.919316000272
102,3.880218999999989,3012.642350278574
103,3.885218999999989,2998.2166472413155
104,3.890218999999989,2984.8943447427314
105,3.895218999999989,2973.33929682833
