,Voltage(V),dQ/dV(mAh/V)
0,3.0414495,58.02439795195842
1,3.0464495,64.55754724956765
2,3.0514495,71.87111680356176
3,3.0564495,79.73462552988379
4,3.0614494999999997,88.30189150365784
5,3.0664494999999996,97.13024044173238
6,3.0714494999999995,105.82220266995049
7,3.0764494999999994,114.1543171817654
8,3.0814494999999993,122.46532932125709
9,3.086449499999999,129.92679788379982
10,3.091449499999999,136.71465433406595
11,3.096449499999999,143.13687465166322
12,3.101449499999999,149.30310279845187
13,3.1064494999999988,155.2502729251608
14,3.1114494999999986,161.20936949579095
15,3.1164494999999985,167.2080732363196
16,3.1214494999999984,173.23901309629576
17,3.1264494999999983,179.38125134838907
18,3.131449499999998,185.59389174124328
19,3.136449499999998,191.9353511896166
20,3.141449499999998,198.43579375759464
21,3.146449499999998,205.17275295590377
22,3.151449499999998,212.11816473741865
23,3.1564494999999977,219.22732449469308
24,3.1614494999999976,226.53319288339907
25,3.1664494999999975,233.91693288005936
26,3.1714494999999974,241.499306195862
27,3.1764494999999973,249.21960675987535
28,3.181449499999997,257.0381702550698
29,3.186449499999997,265.0123773075684
30,3.191449499999997,273.17410290366365
31,3.196449499999997,281.42548305368655
32,3.2014494999999967,289.8577953911801
33,3.2064494999999966,298.42397274404834
34,3.2114494999999965,307.174533701311
35,3.2164494999999964,315.95895939164365
36,3.2214494999999963,324.9394343270011
37,3.226449499999996,333.920335823869
38,3.231449499999996,343.1097917598407
39,3.236449499999996,352.3564329916479
40,3.241449499999996,361.73864177847406
41,3.2464494999999958,371.2446046629481
42,3.2514494999999957,380.8122353496417
43,3.2564494999999956,390.7703039094713
44,3.2614494999999954,401.0355644452812
45,3.2664494999999953,411.55002939907195
46,3.2714494999999952,422.48772479863203
47,3.276449499999995,433.8593361632396
48,3.281449499999995,445.3704181348721
49,3.286449499999995,457.31197416175087
50,3.291449499999995,469.5819142744736
51,3.2964494999999947,482.17243755900836
52,3.3014494999999946,495.25437062204605
53,3.3064494999999945,508.9048091723348
54,3.3114494999999944,523.1737387421421
55,3.3164494999999943,538.0715851262763
56,3.321449499999994,553.7798986259899
57,3.326449499999994,570.3617480265876
58,3.331449499999994,587.7660567898134
59,3.336449499999994,606.1597648609686
60,3.3414494999999937,625.8580497142436
61,3.3464494999999936,647.0041194517205
62,3.3514494999999935,669.620264196016
63,3.3564494999999934,693.9476648279849
64,3.3614494999999933,719.9998166971986
65,3.366449499999993,747.9880578624874
66,3.371449499999993,777.680193943209
67,3.376449499999993,809.2023654111877
68,3.381449499999993,842.4856844524966
69,3.386449499999993,877.2885289409946
70,3.3914494999999927,913.1991248293092
71,3.3964494999999926,950.4570354114677
72,3.4014494999999925,989.0974785094063
73,3.4064494999999924,1029.4418086401256
74,3.4114494999999923,1071.3833098393297
75,3.416449499999992,1115.6446476980723
76,3.421449499999992,1162.8484677222752
77,3.426449499999992,1214.6532102990063
78,3.431449499999992,1273.5450640321963
79,3.4364494999999917,1343.5387136057952
80,3.4414494999999916,1427.132079544875
81,3.4464494999999915,1529.0760861102567
