,Capacity(mAh),dU/dQ(V/mAh)
0,0.0009710229492187,0.0241317501135331
1,1.0009710229492188,0.011075455844261117
2,2.000971022949219,0.007861236051606732
3,3.000971022949219,0.006127311696243395
4,4.000971022949218,0.005377968216664966
5,5.000971022949218,0.004885490474898842
6,6.000971022949218,0.004551203897053836
7,7.000971022949218,0.004287038210249653
8,8.00097102294922,0.00408064667473974
9,9.00097102294922,0.003906203677905244
10,10.00097102294922,0.003761141634674811
11,11.00097102294922,0.003631845058937702
12,12.00097102294922,0.003518553038984031
13,13.00097102294922,0.0034152479100995024
14,14.00097102294922,0.003320633607011247
15,15.00097102294922,0.003233887286009754
16,16.00097102294922,0.003153757578837093
17,17.00097102294922,0.003079016771128007
18,18.00097102294922,0.003008702994812591
19,19.00097102294922,0.0029426711522847464
20,20.00097102294922,0.002879928347868091
21,21.00097102294922,0.0028198512062843654
22,22.00097102294922,0.0027638531809929343
23,23.00097102294922,0.0027111878249444074
24,24.00097102294922,0.002660491256689348
25,25.00097102294922,0.002611649442313871
26,26.00097102294922,0.0025647433027434713
27,27.00097102294922,0.0025197391105486154
28,28.00097102294922,0.0024760231529738605
29,29.00097102294922,0.0024334324377359518
30,30.00097102294922,0.0023928194694894244
31,31.00097102294922,0.0023541423630260186
32,32.000971022949216,0.0023165338189181915
33,33.000971022949216,0.00227976783502834
34,34.000971022949216,0.002243997065727586
35,35.000971022949216,0.0022092321677917156
36,36.000971022949216,0.0021754065732611364
37,37.000971022949216,0.002142395795210067
38,38.000971022949216,0.0021100626366929
39,39.000971022949216,0.002078365321046749
40,40.000971022949216,0.002047313741665875
41,41.000971022949216,0.0020169806475687706
42,42.000971022949216,0.001987472788458661
43,43.000971022949216,0.00195870148854303
44,44.000971022949216,0.0019303641038781213
45,45.000971022949216,0.0019023000230332942
46,46.000971022949216,0.0018747249403422526
47,47.000971022949216,0.0018478803541961432
48,48.000971022949216,0.0018217912248523014
49,49.000971022949216,0.0017963890737941416
50,50.000971022949216,0.0017715380859360988
51,51.000971022949216,0.0017470016753011349
52,52.000971022949216,0.0017225782034354603
53,53.000971022949216,0.0016984568579016235
54,54.000971022949216,0.0016750342120771156
55,55.000971022949216,0.0016525646241900794
56,56.000971022949216,0.001630842808393877
57,57.000971022949216,0.0016095725335267298
58,58.000971022949216,0.001588559361597866
59,59.000971022949216,0.0015678352380185394
60,60.000971022949216,0.0015474626643390572
61,61.000971022949216,0.0015275104168617794
62,62.000971022949216,0.0015080604932810485
63,63.000971022949216,0.0014891965241478294
64,64.00097102294922,0.0014709583991397983
65,65.00097102294922,0.0014532592884635735
66,66.00097102294922,0.0014359895465131322
67,67.00097102294922,0.0014190555079311436
68,68.00097102294922,0.0014024890279203416
69,69.00097102294922,0.0013863812594711684
70,70.00097102294922,0.0013708227245486427
71,71.00097102294922,0.0013558387134351183
72,72.00097102294922,0.0013413496158353284
73,73.00097102294922,0.0013272663395865031
74,74.00097102294922,0.0013135046614240408
75,75.00097102294922,0.001300050591902214
76,76.00097102294922,0.0012869428986125332
77,77.00097102294922,0.0012742216327339137
78,78.00097102294922,0.0012619201402467033
79,79.00097102294922,0.0012500065914970116
80,80.00097102294922,0.00123841247224291
81,81.00097102294922,0.001227068858207758
82,82.00097102294922,0.0012159101684820486
83,83.00097102294922,0.0012049224250482357
84,84.00097102294922,0.0011941321958045415
85,85.00097102294922,0.0011835671402321266
86,86.00097102294922,0.0011732547332903897
87,87.00097102294922,0.001163211656895378
88,88.00097102294922,0.0011534380218148064
89,89.00097102294922,0.0011439325316571474
90,90.00097102294922,0.001134693890030874
91,91.00097102294922,0.0011257154811189433
92,92.00097102294922,0.0011169548390795095
93,93.00097102294922,0.001108354691909117
94,94.00097102294922,0.0010998577209126214
95,95.00097102294922,0.0010914066073948758
96,96.00097102294922,0.0010829579981294119
97,97.00097102294922,0.0010745269660332242
98,98.00097102294922,0.0010661438607819705
99,99.00097102294922,0.0010578390321002132
100,100.00097102294922,0.0010496428251928467
101,101.00097102294922,0.0010415766821036774
102,102.00097102294922,0.0010336345314284848
103,103.00097102294922,0.0010258050034787243
104,104.00097102294922,0.0010180767285658501
105,105.00097102294922,0.001010438337001317
106,106.00097102294922,0.0010028777901970355
107,107.00097102294922,0.0009953797544089722
108,108.00097102294922,0.000987927882940838
109,109.00097102294922,0.0009805058288210324
110,110.00097102294922,0.000973097245077957
111,111.00097102294922,0.0009656865450230271
112,112.00097102294922,0.000958276625937283
113,113.00097102294922,0.000950889440808413
114,114.00097102294922,0.0009435478172877922
115,115.00097102294922,0.0009362745830267962
116,116.00097102294922,0.0009290925656768001
117,117.00097102294922,0.0009220201227868859
118,118.00097102294922,0.000915050198872417
119,119.00097102294922,0.000908166769867521
120,120.00097102294922,0.0009013538015231522
121,121.00097102294922,0.0008945952595902653
122,122.00097102294922,0.0008878751098198153
123,123.00097102294922,0.0008811801304717071
124,124.00097102294922,0.0008745158593457575
125,125.00097102294922,0.000867895509976149
126,126.00097102294922,0.0008613323189129095
127,127.00097102294922,0.0008548395227060668
128,128.00097102294922,0.0008484303579056483
129,129.00097102294922,0.0008421177757645451
130,130.00097102294922,0.0008359077721382667
131,131.00097102294922,0.0008297991615475026
132,132.00097102294922,0.0008237904280138423
133,133.00097102294922,0.0008178800555588757
134,134.00097102294922,0.0008120665282041919
135,135.00097102294922,0.0008063483299713804
136,136.00097102294922,0.0008007241594295779
137,137.00097102294922,0.0007951952666774488
138,138.00097102294922,0.0007897645756408541
139,139.00097102294922,0.0007844350394131105
