Cycle,LAM_PE,LLI_Cap,Color
110.0,23.838383838383837,7.755921653730409,0.865083647677676
111.0,22.82828282828283,7.815084265980518,0.8643393146895677
112.0,22.020202020202017,7.869262729827935,0.8633022200285495
113.0,21.41414141414142,7.9018768098121335,0.862458301777838
114.0,25.454545454545453,7.973194261786736,0.8615219242411734
115.0,24.242424242424242,8.043410135713685,0.8606752332746964
116.0,22.22222222222222,8.05768261469118,0.8597645073518771
117.0,21.01010101010101,8.139331537350815,0.8587224758044869
118.0,24.84848484848485,8.190987115584893,0.8577193994932288
119.0,24.444444444444446,8.240726918463114,0.8570427164145733
120.0,24.242424242424242,8.318225461262614,0.8561395968093886
121.0,23.030303030303035,8.348542480284197,0.8552329801936716
122.0,25.050505050505045,8.429721668308668,0.8541463657113056
123.0,23.838383838383837,8.498866755706969,0.853198271502957
124.0,25.050505050505045,8.532911839695334,0.8522845951109841
125.0,22.626262626262626,8.607484650081995,0.8512891589552228
126.0,24.04040404040404,8.636135594792464,0.8501549283313575
127.0,21.212121212121215,8.688631968811599,0.8493930700917228
128.0,25.050505050505045,8.700851662606036,0.8483768580638508
129.0,25.454545454545453,8.765341026116854,0.8475882234325756
130.0,26.464646464646467,8.819599503245906,0.8464652682804168
131.0,22.22222222222222,8.864650150619394,0.8456623843605252
132.0,25.656565656565654,8.93875520207488,0.8447306955344327
133.0,26.262626262626267,8.980382671052682,0.8437814774884095
134.0,23.838383838383837,8.999882639335032,0.8428101266745764
135.0,24.444444444444446,9.056905937257678,0.841794526188399
136.0,29.292929292929294,9.152503586387434,0.8408442351589868
137.0,26.464646464646467,9.146550803427095,0.8398405847886689
138.0,24.64646464646465,9.248739221503437,0.8387382422668193
139.0,13.535353535353533,9.659760003021537,0.8404476541682621
140.0,23.23232323232324,9.313076593447654,0.8366383266115519
141.0,23.030303030303035,9.47344452478704,0.8354816039374994
142.0,22.22222222222222,9.528398844618781,0.834560598751957
143.0,24.242424242424242,9.571659213387843,0.8334521710585868
144.0,27.070707070707066,9.598398370289921,0.832180583056825
145.0,22.22222222222222,9.693940608330179,0.8312740642400138
146.0,21.01010101010101,9.75089945351171,0.8299536140145246
147.0,26.060606060606062,9.802804207355692,0.82867535804515
148.0,20.80808080808081,9.89556394312951,0.8275581131092906
149.0,21.41414141414142,9.952180787079072,0.8261879418516224
150.0,26.060606060606062,10.032024053461683,0.824999873966371
151.0,26.060606060606062,10.096957067791514,0.8236569967978918
152.0,25.050505050505045,10.216069664689462,0.8225471723921502
153.0,27.070707070707066,10.267453032770135,0.8209749388503076
154.0,27.67676767676768,10.358038406949973,0.8194849754756184
155.0,25.858585858585858,10.424229465824057,0.8181044791968527
156.0,26.060606060606062,10.499039107947809,0.8169139176730414
157.0,26.464646464646467,10.535775955149044,0.8156433571228507
158.0,22.626262626262626,10.564497305560836,0.8141013323060722
159.0,22.626262626262626,10.725357754168416,0.8125623739062188
160.0,26.66666666666667,10.808337270394233,0.8113184413810597
161.0,25.454545454545453,10.900941875410018,0.809895102528221
162.0,23.030303030303035,10.961661868009735,0.8084399455220022
163.0,21.818181818181813,11.023424743218246,0.807046158504259
164.0,28.68686868686868,11.098755196176853,0.8054924890030536
165.0,21.212121212121215,11.21197014847704,0.8044441471268008
166.0,24.64646464646465,11.306738119914083,0.8028848164042374
167.0,19.999999999999996,11.365630742005322,0.8015683862473806
168.0,24.84848484848485,11.433832068678704,0.8
