scaled_SOH,First principal component,Second principal component
0.9992257033360098,-9.4588995,-4.212876
0.9992409388916719,-9.866191,-3.9323652
0.9992277768796118,-10.269566,-3.6226335
0.9979638688908359,-9.381451,-4.394689
0.99914614357482,-9.331786,-4.50549
0.9991655373061541,-10.225787,-3.5855494
0.9991933416408137,-10.028762,-3.5263274
0.9991922549709047,-10.42039,-3.206685
0.9992251101029473,-9.924678,-3.6779208
0.9992100685954836,-10.635533,-2.9332404
0.9991994791081056,-10.129268,-3.6181548
0.9991503017504919,-10.405602,-3.3359826
0.9991263562028561,-10.179841,-3.3637445
0.9991160605598921,-10.074293,-3.6807446
0.9991239777263714,-10.387069,-3.0650826
0.999080438854969,-9.831794,-3.7605758
0.9991343676213171,-9.94603,-3.597821
0.9991410983216714,-10.240337,-3.5675955
0.9991657368985862,-9.985054,-3.457465
0.9991453507493253,-10.124869,-3.4491496
0.9990579791621064,-10.263006,-3.040363
0.9990667834060623,-9.077155,-5.0520954
0.9990509546173378,-10.068603,-3.2491171
0.9990539207826504,-10.310554,-3.2442849
0.9990516476466165,-10.327448,-3.08638
0.9990488755295018,-10.321695,-3.0100152
0.9989894025289247,-9.977543,-3.3841817
0.9989951463555863,-10.321035,-3.0876613
0.998992967471534,-10.118408,-3.298704
0.9994499232567096,-10.007744,-3.4034598
0.9996905762876649,-10.209575,-3.2864888
0.9998796734845222,-10.489885,-2.873702
1.0,-10.639014,-2.6212296
0.9988554261087746,-10.267445,-3.4157147
0.9994104427647631,-10.5460825,-2.7838552
0.9990178056408812,-10.951302,-2.467848
0.9989666434474136,-10.493136,-3.1176367
0.9989219181098861,-10.491359,-2.9504807
0.9988903547844191,-10.087505,-3.4055023
0.9988482019715739,-10.233043,-3.312386
0.9988072356248539,-10.014419,-3.547128
0.9988075294692681,-9.80441,-3.5268495
0.9987343067678023,-9.613026,-3.8931048
0.9987745800852434,-9.641248,-3.7640347
0.998695319712702,-9.395485,-3.9661498
0.998689781022707,-9.597499,-3.791663
0.9986269426719526,-10.363899,-3.060441
0.998621703370606,-7.963962,-5.6942163
0.9986038897460274,-9.254271,-4.187402
0.9985818236937949,-9.178721,-4.3443775
0.998555006232828,-9.032967,-4.5733886
0.9985145333229544,-9.21053,-4.041249
0.9984844558522605,-9.083694,-4.060676
0.9984195439579044,-8.579976,-4.74399
0.9983996512454898,-9.615349,-3.3984215
0.9983967848763933,-9.57118,-3.2316403
0.9983742253873146,-9.588237,-3.2214923
0.9983538392380535,-9.539194,-3.1058939
0.9983592836760667,-9.58257,-3.1361356
0.9983004039085519,-9.642102,-3.0063741
0.9982999104717054,-9.810017,-2.857803
0.9983072344051225,-9.403548,-3.057141
0.9982846693718093,-9.55975,-3.1852756
0.997064400050652,-7.7785063,-4.7030377
0.9982538988718368,-8.431739,-4.1831226
0.9981968043477439,-9.47654,-3.0292602
0.998159203351201,-9.26107,-2.887787
0.9981617758758835,-9.733846,-2.6359704
0.9981473276014821,-9.48204,-2.7043023
0.9981165515572754,-9.602586,-2.7932117
0.9980982444958504,-9.689127,-2.6220899
0.9981031954970173,-9.455403,-2.7772226
0.9980785569201024,-9.656884,-2.5408142
0.9980529259252605,-9.608432,-2.8476412
0.9980299672513171,-9.583162,-2.7114906
0.9980228429103325,-9.465634,-2.6529975
0.9980048352375557,-9.694877,-2.3989148
0.997955258695078,-9.584868,-2.9121878
0.9979572379866977,-9.460503,-2.8095586
0.9979264674867252,-9.404823,-2.8239179
0.9979001434626048,-9.557937,-2.5651615
0.9978707590211897,-9.004288,-3.5862172
0.9978275139942016,-9.633435,-2.173161
0.9978433483271602,-9.515259,-2.4787948
0.9977902123863069,-9.575258,-2.5219948
0.997752411797332,-9.421803,-2.5650446
0.997721436160693,-9.432663,-2.6049123
0.9977119388874582,-9.334476,-2.836661
0.9977526058455298,-9.340619,-2.5177913
0.9976164505413279,-9.412055,-2.43371
0.9976041811509784,-9.346726,-2.336578
0.9975843910068972,-9.04185,-2.7940154
0.9975461967772917,-9.120926,-2.6853087
0.9974714882210526,-9.271725,-2.786709
0.9974573365631825,-9.08686,-2.6797092
0.997453971213005,-9.139439,-2.9309938
0.9974392290941894,-9.332005,-2.640099
0.9974453637893643,-9.225143,-2.529906
0.9973929181056724,-9.218332,-2.4830801
0.9973689725580364,-9.220483,-2.4166458
0.9973461164524262,-9.32323,-2.5005207
0.9973585826630906,-9.015663,-2.4695885
0.9972621046711503,-9.4170885,-2.3786452
0.9972379623031988,-9.11098,-2.483684
0.9972161928674979,-9.3427105,-2.5518858
0.9971690918256031,-9.137079,-2.262048
0.9971696850586657,-9.353073,-2.5489533
0.9971805683904577,-9.20781,-2.5884955
0.9971790853078014,-9.339977,-2.3195329
0.9971036837222833,-9.215953,-2.145949
0.9970417407653569,-9.303302,-2.4171832
0.9970404545030158,-9.233187,-2.473844
0.9970458961689117,-9.259547,-2.0769253
0.9969536733767421,-9.13366,-2.0853846
0.9969499116138179,-8.95942,-2.2354765
0.9969097380925925,-9.329973,-2.385131
0.9969297278291063,-9.316926,-2.3935506
0.9968857925449562,-9.1827965,-2.2498164
0.996877975174693,-9.252664,-2.0472383
0.996816425858397,-9.316661,-2.3312495
0.9967459725019286,-8.790009,-2.5357416
0.9967269751833422,-9.134295,-2.4551566
0.9967596279508354,-9.328753,-2.499458
0.9967256889210009,-8.796233,-2.087985
0.9967171785214591,-8.983841,-2.3959198
0.9966731462132101,-9.138335,-2.3260126
0.9966551357683164,-8.801508,-2.3331861
0.9966053624055233,-9.239405,-2.246236
0.9965918067528328,-9.226831,-2.2242076
0.9965551954020999,-9.200155,-2.375748
0.996523036071453,-8.865117,-2.1844945
0.9964545620066045,-8.668053,-2.3308659
0.9964340788332446,-9.285305,-2.1007614
0.9964051850565588,-8.997503,-2.3654718
0.9963572911891694,-8.954827,-2.305947
0.9963302769078872,-8.868063,-2.2447603
0.9963132588809207,-8.853779,-2.1815214
0.9962640787511898,-9.06235,-2.3698354
0.9962071810474121,-8.905437,-2.3783545
0.9961988702403024,-9.007051,-2.481634
0.9961438520319283,-9.088776,-2.5933838
0.9961577070732675,-8.800735,-2.4314053
0.996254381885523,-8.883413,-2.496211
0.9964104299021397,-9.2586565,-2.475926
0.9964095372804288,-9.011704,-2.0890727
0.9963121694388944,-8.95731,-1.8752108
0.9960921991737314,-9.110105,-2.091145
0.9959429816536852,-9.188386,-2.13097
0.9958969700538167,-9.110002,-2.5056345
0.9959576267484018,-8.834737,-2.422743
0.996109813205878,-8.974901,-2.5189605
0.9961691836381219,-8.883616,-2.1103973
0.9962518093608408,-9.155368,-2.10368
0.9962262809343321,-9.432574,-1.7006636
0.9961708663132104,-9.178825,-1.7997258
0.9960952679073775,-9.191341,-1.8340238
0.9959865205250876,-8.949066,-1.7554387
0.995740129211705,-9.05585,-1.9228783
0.9955639972065928,-9.139553,-1.9531577
0.9954892886503537,-9.308285,-2.2479582
0.9954875061790489,-9.067298,-2.1767051
0.9954350632674742,-8.9990835,-2.661419
0.9954009246452076,-8.821604,-3.4619913
0.9953738105677096,-8.878651,-3.4699645
0.9953405645671536,-9.046065,-2.7946846
0.9952594246992086,-8.6821995,-2.6428568
0.9952489350080468,-8.755982,-2.690179
0.9952020307864673,-8.579783,-2.595911
0.9951988650287222,-8.776365,-2.9158754
0.9952656564184822,-8.525619,-3.3983936
0.9954106215108747,-8.600576,-3.0484755
0.9955295619677949,-8.878634,-2.7737932
0.9954635606314127,-8.772772,-2.7258136
0.9953351201291405,-8.967843,-2.4878304
0.9951079284988942,-8.974364,-2.7050095
0.9949925502124661,-8.77346,-2.6760542
0.9949093312566849,-8.779748,-2.2587237
0.9951380087417049,-8.852327,-2.1215217
0.9953489751704796,-8.777105,-1.8988639
0.9954644504810065,-8.863051,-1.9284407
0.9955199621262268,-8.90688,-1.3744006
0.9955321344924772,-9.060643,-1.1039605
0.9954612847232616,-9.369686,-1.1675265
0.9953803416756316,-9.260364,-1.2482994
