scaled_SOH,First principal component,Second principal component
0.9986314235655928,-4.57787,-1.7076662
0.9988204148803526,-4.6955824,-1.8681813
0.9988084861421407,-4.6517205,-1.7177044
0.9987736356287726,-4.671845,-1.5671378
0.9989689530977559,-4.8007007,-1.7595224
0.9989053690001151,-4.7629123,-1.6952316
0.998951320068896,-4.692495,-1.5914026
0.9992471498706472,-4.685492,-1.7589097
0.9992437267150774,-4.717625,-1.5536617
0.9991019301962494,-4.691038,-1.4165686
0.9992247453465026,-4.711517,-1.5168381
0.9992788910661379,-4.6653953,-1.1057644
0.9992666513961382,-4.713419,-1.2368104
0.99933417590036,-4.6637936,-1.1683966
0.9994606205254063,-4.644943,-1.0608649
0.9994589612539035,-4.685226,-1.08294
0.9995646577204034,-4.6854124,-1.126019
0.9996271027034576,-4.6255183,-0.886124
0.9996913086646737,-4.6247344,-1.1010182
0.9996350881291838,-4.7018976,-0.9124577
0.9996314586543904,-4.678726,-0.60816157
0.9997896415690228,-4.6821957,-0.876443
0.9997037575598015,-4.749365,-0.42252064
0.9996655855975234,-4.6721416,-0.60732657
0.9997808250545928,-4.769904,-0.6133097
0.9996825967628078,-4.674219,-0.5784161
0.9995120695656116,-4.6612377,-0.56886125
0.9996868481011765,-4.682662,-0.43845373
0.9996295901577592,-4.681762,-0.32860994
0.99964639500382,-4.671019,-0.4788888
0.99983808299801,-4.677123,-0.43576357
0.9998375657469987,-4.630994,-0.25412464
0.9998249105326472,-4.582861,-0.2714359
0.9997979408324413,-4.619657,-0.13413517
0.9996390314416694,-4.5646996,-0.14743719
0.9997532334908115,-4.673384,-0.022463627
0.9997677572017942,-4.576068,0.211056
0.9996346754907364,-4.5889773,0.09412646
0.9997308289666669,-4.587542,0.17948893
0.9997430686366664,-4.585155,0.12428085
0.9998055136197204,-4.5699887,0.1328661
0.999976662680492,-4.55844,0.24477689
0.9999432622134987,-4.5451803,0.4517302
0.9999003187559357,-4.5381937,0.44599828
0.9999143223100022,-4.488505,0.494278
0.9998203453565861,-4.475825,0.5488671
0.9997645403654479,-4.543878,0.45041
0.9999337192229291,-4.5365586,0.54892963
0.9998242886690716,-4.5394716,0.68074036
0.9997674462700062,-4.5168014,0.6024422
0.9998585173188641,-4.5665083,0.8203425
0.9997111211219523,-4.5613194,1.0480266
0.9997391282300854,-4.501238,0.9091864
0.9998088321627261,-4.533842,1.0258901
0.9998443074455741,-4.433403,0.8900848
1.0,-4.5291023,1.2070364
0.9999233480495603,-4.639279,1.5138801
0.999822109240653,-4.420562,1.0204971
0.9997726304037382,-4.462893,1.2789474
0.9997058323756561,-4.405876,1.1331233
0.999620151779754,-4.392514,1.3683926
0.9997515742193087,-4.46554,1.4439086
0.9996625779863055,-4.3973393,1.3156143
0.9995814625664643,-4.326649,1.5958635
0.9998086258435024,-4.3727627,1.6948543
0.9997287541508122,-4.30993,1.6264393
0.9998848651554946,-4.3179555,1.6487288
0.9998675430584225,-4.398516,1.9973536
0.9997888133862237,-4.2738986,1.6753644
0.9995276277786167,-4.222917,1.8083562
0.9996864354627293,-4.257899,1.9043971
