Condition,Average alpha accuracy
NCA_CY25-1_1-,1.0
NCA_CY25-05_1-,0.9208209370602585
NCA_CY45-05_1-,0.9897481566880287
NCA_CY25-025_1-,0.8163288315440766
NCA_CY35-05_1-,0.9925338379626659
