Condition,Average alpha accuracy
NCA_CY25-1_1-,0.653867451992452
NCA_CY25-05_1-,0.9370650144972221
NCA_CY45-05_1-,0.9923819475920602
NCA_CY25-025_1-,0.8984739097797947
NCA_CY35-05_1-,0.9929431721798134
