Condition,Average alpha accuracy
NCA_CY25-1_1-,0.9714996114996115
NCA_CY25-05_1-,0.44308139701890803
NCA_CY45-05_1-,0.5150606528081163
NCA_CY25-025_1-,0.45715722339999565
NCA_CY35-05_1-,0.38569853611896165
