Condition,Average alpha accuracy
NCA_CY25-1_1-,0.9797954822954822
NCA_CY25-05_1-,0.9570536021007717
NCA_CY45-05_1-,0.9894657324709277
NCA_CY25-025_1-,0.8962606014340069
NCA_CY35-05_1-,0.9964291772688719
